id,model,ability,noise_ratio,query,model_response,accuracy
0,llama-3.3-70b-versatile,noise_robustness,0.2,When is the premiere of 'Carole King & James Taylor: Just Call Out My Name'?,"The premiere of 'Carole King & James Taylor: Just Call Out My Name' is on Sunday, January 2, 2022, at 9:00pm ET/PT on CNN.",1
1,llama-3.3-70b-versatile,noise_robustness,0.2,"The genre of the drama ""Good Sam"" is what?",Medical drama.,1
2,llama-3.3-70b-versatile,noise_robustness,0.2,Who won the 2022 Citrus Bowl?,"Kentucky won the 2022 Citrus Bowl, defeating Iowa 20-17.",1
3,llama-3.3-70b-versatile,noise_robustness,0.2,What position did Jason Semore hold at Valdosta State before returning to Georgia Tech?,Defensive Coordinator.,1
4,llama-3.3-70b-versatile,noise_robustness,0.2,How many vehicles did Tesla deliver in 2021?,"936,172 vehicles.",1
5,llama-3.3-70b-versatile,noise_robustness,0.2,Which company acquired ShowBiz Cinemas?,EVO Entertainment Group acquired ShowBiz Cinemas.,1
6,llama-3.3-70b-versatile,noise_robustness,0.2,Where is the Super Bowl held in 2022?,"SoFi Stadium in Inglewood, California.",1
7,llama-3.3-70b-versatile,noise_robustness,0.2,When will Truth Social launch on iOS?,"Truth Social launched on iOS on February 21st, 2022, which is President’s Day in the US.",1
8,llama-3.3-70b-versatile,noise_robustness,0.2,What won best drama at 79th Golden Globes?,The Power of the Dog won Best Motion Picture – Drama at the 79th Golden Globes.,1
9,llama-3.3-70b-versatile,noise_robustness,0.2,How much are GA Tech softball 2022 season tickets?,$100 per seat.,1
10,llama-3.3-70b-versatile,noise_robustness,0.2,When does the 2022 Olympic Winter Games end?,The 2022 Olympic Winter Games ended on 20 February 2022.,1
11,llama-3.3-70b-versatile,noise_robustness,0.2,Who won the Spanish Super Cup 2022?,"Real Madrid won the Spanish Super Cup 2021-22, not 2022. According to the documents, the final match was played on January 16, 2022, and Real Madrid defeated Athletic Bilbao 2-0. 

Therefore, the answer to the question of who won the Spanish Super Cup in the year the match was played (2022) would be the same as the 2021-22 winner: Real Madrid.",1
12,llama-3.3-70b-versatile,noise_robustness,0.2,How much is Microsoft acquiring Activision Blizzard for?,"$68.7 billion, with a price of $95.00 per share, in an all-cash transaction.",1
13,llama-3.3-70b-versatile,noise_robustness,0.2,What is the price for a 30-second spot during the Super Bowl 2022?,$6.5 million.,1
14,llama-3.3-70b-versatile,noise_robustness,0.2,When is the Sports Star of the Year Awards Show 2022?,"The 87th annual Seattle Sports Star of the Year Awards Show took place on May 26, 2022.",1
15,llama-3.3-70b-versatile,noise_robustness,0.2,Who are the recipients of the 2022 Ivan Allen Jr. Prize for Social Courage?,"The recipients of the 2022 Ivan Allen Jr. Prize for Social Courage are Ford Greene, Ralph Long Jr., Lawrence Williams, and Ronald Yancey, who were Georgia Tech's first Black students and first Black graduate.",1
16,llama-3.3-70b-versatile,noise_robustness,0.2,What is the codename for Google's AR headset project?,The codename for Google's AR headset project is Project Iris.,1
17,llama-3.3-70b-versatile,noise_robustness,0.2,What is the name of Meta's AI supercomputer?,The name of Meta's AI supercomputer is the AI Research SuperCluster (RSC).,1
18,llama-3.3-70b-versatile,noise_robustness,0.2,When will American students start taking digital SAT exams?,American students will start taking digital SAT exams in the spring of 2024.,1
19,llama-3.3-70b-versatile,noise_robustness,0.2,When do the Paralympic Winter Games 2022 start?,"The 2022 Paralympic Winter Games start on Friday, March 4, 2022.",1
20,llama-3.3-70b-versatile,noise_robustness,0.2,Super Bowl 2022 date,"The Super Bowl 2022 date is Sunday, February 13, 2022.",1
21,llama-3.3-70b-versatile,noise_robustness,0.2,Who won the 2022 Nobel Prize for chemistry?,"The 2022 Nobel Prize in Chemistry was awarded to Carolyn R. Bertozzi, Morten Meldal, and K. Barry Sharpless for the development of click chemistry and bioorthogonal chemistry.",1
22,llama-3.3-70b-versatile,noise_robustness,0.2,Who won the Super Bowl 2022?,The Los Angeles Rams won the 2022 Super Bowl by defeating the Cincinnati Bengals 23-20.,1
23,llama-3.3-70b-versatile,noise_robustness,0.2,Who won women's 500m speed skating at the 2022 Winter Olympics?,Erin Jackson of the United States won the women's 500m speed skating at the 2022 Winter Olympics.,1
24,llama-3.3-70b-versatile,noise_robustness,0.2,When was Lost Ark game release on Steam?,"February 11, 2022 (February 8 for Founders Pack owners)",1
