id,model,ability,noise_ratio,query,model_response,accuracy
0,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,When is the premiere of 'Carole King & James Taylor: Just Call Out My Name'?,"January 2, 2022, at 9:00pm ET/PT on CNN.",1
1,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,"The genre of the drama ""Good Sam"" is what?","The genre of the drama ""Good Sam"" is a medical drama.",1
2,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,Who won the 2022 Citrus Bowl?,"Kentucky won the 2022 Citrus Bowl. Specifically, they defeated Iowa with a score of 20-17.",1
3,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,What position did Jason Semore hold at Valdosta State before returning to Georgia Tech?,Jason Semore held the position of Defensive Coordinator at Valdosta State before returning to Georgia Tech.,1
4,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,How many vehicles did Tesla deliver in 2021?,"According to Documents 2, 3, 4, and 5, Tesla delivered 936,172 vehicles in 2021.",1
5,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,Which company acquired ShowBiz Cinemas?,EVO Entertainment Group.,1
6,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,Where is the Super Bowl held in 2022?,"SoFi Stadium in Inglewood, California.",1
7,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,When will Truth Social launch on iOS?,February 21st.,1
8,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,What won best drama at 79th Golden Globes?,The Power of the Dog won Best Picture Drama at the 79th Golden Globes Awards.,1
9,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,How much are GA Tech softball 2022 season tickets?,$100 per seat. Season tickets are located in the reserved chairback sections of Mewborn Field and cost this amount for 34 scheduled home games.,1
10,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,When does the 2022 Olympic Winter Games end?,"The 2022 Olympic Winter Games ended on February 20, 2022.",1
11,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,Who won the Spanish Super Cup 2022?,"Real Madrid won the Spanish Super Cup 2022. According to Document 2, Real Madrid clinched their first title of the season with the club's twelfth Spanish Super Cup against Athletic in Riyadh, winning the final 2-0. This is corroborated by Document 3, which states that Real Madrid won the 2022 Supercopa de España final 2-0 against Athletic Bilbao, earning their 12th Supercopa de España title.",1
12,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,How much is Microsoft acquiring Activision Blizzard for?,"Microsoft is acquiring Activision Blizzard for $95.00 per share, in an all-cash transaction valued at $68.7 billion.",1
13,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,What is the price for a 30-second spot during the Super Bowl 2022?,"According to Document 1, Document 3, and Document 4, the price for a 30-second spot during the Super Bowl 2022 is $6.5 million.",1
14,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,When is the Sports Star of the Year Awards Show 2022?,"The Seattle Sports Commission hosted the 87th annual Seattle Sports Star of the Year Awards Show on May 26, 2022.",1
15,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,Who are the recipients of the 2022 Ivan Allen Jr. Prize for Social Courage?,"Ford Greene, Ralph Long Jr., Lawrence Williams, and Ronald Yancey.",1
16,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,What is the codename for Google's AR headset project?,Project Iris.,1
17,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,What is the name of Meta's AI supercomputer?,The name of Meta's AI supercomputer is the AI Research SuperCluster (RSC).,1
18,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,When will American students start taking digital SAT exams?,"According to the documents, American students will start taking digital SAT exams in Spring 2024. Specifically, Document 1, Document 2, and Document 3 all confirm that the digital SAT test will be offered in the spring of 2024 for U.S. students.",1
19,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,When do the Paralympic Winter Games 2022 start?,"The 2022 Paralympic Winter Games start on Friday, March 4, 2022.",1
20,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,Super Bowl 2022 date,"Sunday, Feb. 13, 2022.",1
21,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,Who won the 2022 Nobel Prize for chemistry?,"Carolyn R. Bertozzi, Morten Meldal, and K. Barry Sharpless. They were honored for their advances in “click chemistry,” which has played a role in treating and diagnosing illnesses, and for the development of click chemistry and bioorthogonal chemistry.",1
22,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,Who won the Super Bowl 2022?,The Los Angeles Rams won the 2022 Super Bowl with a 23-20 victory over the Cincinnati Bengals.,1
23,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,Who won women's 500m speed skating at the 2022 Winter Olympics?,Erin Jackson of the United States won the women's 500m speed skating gold medal at the 2022 Winter Olympics with a time of 37.04.,1
24,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,When was Lost Ark game release on Steam?,"The Lost Ark game was released on Steam on February 11, 2022. However, Founders Pack owners were able to play 3 days early, starting from February 8, 2022.",1
25,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,What medals did Jessie Diggins win in the Beijing 2022 Olympic Games?,"According to the documents, Jessie Diggins won two medals in the Beijing 2022 Olympic Games: 

1. A bronze medal in the women's individual cross-country sprint on February 8, 2022.
2. A silver medal in the 30-kilometer freestyle race on the final day of competition. 

These medals made her the most decorated American cross-country skier of all time.",1
26,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,What is the genre of The Endgame (TV show)?,The genre of The Endgame (TV show) is Crime drama · Thriller.,1
27,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,When did Russia invade Ukraine?,"February 24, 2022.",1
28,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,When was Elden Ring being released?,"Elden Ring was released on February 25, 2022, for PS4, PS5, Xbox One, Xbox Series X, and PC.",1
29,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,Who did Iga Swiatek defeat to win the Qatar Open 2022?,"Anett Kontaveit. 

According to document 5, Iga Swiatek defeated Anett Kontaveit 6-2, 6-0 to win her maiden title in Doha ( Qatar Open 2022). This information is corroborated by document 4 which also mentions that Swiatek won against Anett Kontaveit, who was fourth-seeded, in the final.",1
30,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,Which country won the most medals at the 2022 Winter Olympics?,Norway won the most medals at the 2022 Winter Olympics with 37 total medals.,1
31,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.2,Who won the Male Vocalist of the Year at the 2022 CMA ?,Chris Stapleton.,1
