id,model,ability,noise_ratio,query,model_response,accuracy
0,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.8,When is the premiere of 'Carole King & James Taylor: Just Call Out My Name'?,"January 2, 2022, at 9:00pm ET/PT on CNN.",1
1,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.8,"The genre of the drama ""Good Sam"" is what?",Medical drama.,1
2,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.8,Who won the 2022 Citrus Bowl?,Kentucky won the 2022 Citrus Bowl with a score of 20-17 over Iowa.,1
3,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.8,What position did Jason Semore hold at Valdosta State before returning to Georgia Tech?,Jason Semore was the defensive coordinator at Valdosta State before returning to Georgia Tech.,1
4,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.8,How many vehicles did Tesla deliver in 2021?,"According to Document 5, Tesla delivered 936,172 vehicles in 2021.",1
5,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.8,Which company acquired ShowBiz Cinemas?,EVO Entertainment Group acquired 100% of ShowBiz Cinemas.,1
6,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.8,Where is the Super Bowl held in 2022?,"SoFi Stadium in Inglewood, California.",1
7,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.8,When will Truth Social launch on iOS?,"February 21st, 2022.",1
8,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.8,What won best drama at 79th Golden Globes?,The Power of the Dog,1
9,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.8,How much are GA Tech softball 2022 season tickets?,$100 per seat.,1
10,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.8,When does the 2022 Olympic Winter Games end?,"The 2022 Winter Olympics, officially called the XXIV Olympic Winter Games, ended on February 20, 2022.",1
11,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.8,Who won the Spanish Super Cup 2022?,I can not answer the question because of the insufficient information in documents.,0
12,meta-llama/llama-4-scout-17b-16e-instruct,noise_robustness,0.8,How much is Microsoft acquiring Activision Blizzard for?,Microsoft is acquiring Activision Blizzard for $68.7 billion in an all-cash deal.,1
