id,model,ability,noise_ratio,query,model_response,accuracy
0,llama-3.1-8b-instant,noise_robustness,0.4,When is the premiere of 'Carole King & James Taylor: Just Call Out My Name'?,"January 2, 2022, at 9:00pm ET/PT on CNN.",1
1,llama-3.1-8b-instant,noise_robustness,0.4,"The genre of the drama ""Good Sam"" is what?","The genre of the drama ""Good Sam"" is a medical drama.",1
2,llama-3.1-8b-instant,noise_robustness,0.4,Who won the 2022 Citrus Bowl?,"Kentucky won the 2022 Citrus Bowl, defeating Iowa 20-17.",1
3,llama-3.1-8b-instant,noise_robustness,0.4,What position did Jason Semore hold at Valdosta State before returning to Georgia Tech?,Defensive Coordinator.,1
4,llama-3.1-8b-instant,noise_robustness,0.4,How many vehicles did Tesla deliver in 2021?,"According to Document 2, Tesla delivered 936,172 vehicles in 2021.",1
5,llama-3.1-8b-instant,noise_robustness,0.4,Which company acquired ShowBiz Cinemas?,Evo Entertainment Group acquired ShowBiz Cinemas in an all-cash deal.,1
6,llama-3.1-8b-instant,noise_robustness,0.4,Where is the Super Bowl held in 2022?,"SoFi Stadium in Inglewood, California.",1
7,llama-3.1-8b-instant,noise_robustness,0.4,When will Truth Social launch on iOS?,"According to Document 2, Truth Social will launch on iOS on Monday, February 21st.",1
8,llama-3.1-8b-instant,noise_robustness,0.4,What won best drama at 79th Golden Globes?,The Power of the Dog won Best Picture Drama at the 79th Golden Globes.,1
9,llama-3.1-8b-instant,noise_robustness,0.4,How much are GA Tech softball 2022 season tickets?,I can not answer the question because of the insufficient information in documents.,0
10,llama-3.1-8b-instant,noise_robustness,0.4,When does the 2022 Olympic Winter Games end?,"According to Document 4: The 2022 Winter Olympics (2022年冬季奥林匹克运动会), officially called the XXIV Olympic Winter Games (Chinese: 第二十四届冬季奥林匹克运动会; pinyin: Dì Èrshísì Jiè Dōngjì Àolínpǐkè Yùndònghuì) and commonly known as Beijing 2022 (北京2022), was an international winter multi-sport event held from 4 to 20 February 2022 in Beijing, China, and surrounding areas with competition in selected events beginning 2 February 2022.

The 2022 Winter Olympics end on 20 February 2022.",1
11,llama-3.1-8b-instant,noise_robustness,0.4,Who won the Spanish Super Cup 2022?,"According to Document 4, Real Madrid won the Spanish Super Cup 2022.",1
12,llama-3.1-8b-instant,noise_robustness,0.4,How much is Microsoft acquiring Activision Blizzard for?,"$68.7 billion (as mentioned in Document 3, Document 4, and Document 5)",1
13,llama-3.1-8b-instant,noise_robustness,0.4,What is the price for a 30-second spot during the Super Bowl 2022?,"According to Document 2, the price for a 30-second commercial in 2022 was $6.5 million.",1
14,llama-3.1-8b-instant,noise_robustness,0.4,When is the Sports Star of the Year Awards Show 2022?,"The Sports Star of the Year Awards Show 2022 was held on May 26, 2022.",1
15,llama-3.1-8b-instant,noise_robustness,0.4,Who are the recipients of the 2022 Ivan Allen Jr. Prize for Social Courage?,"The recipients of the 2022 Ivan Allen Jr. Prize for Social Courage are Ford Greene, Ralph Long Jr., and Lawrence Williams, Georgia Tech’s first Black students, and Ronald Yancey, Tech’s first Black graduate.",1
16,llama-3.1-8b-instant,noise_robustness,0.4,What is the codename for Google's AR headset project?,The codename for Google's AR headset project is Project Iris.,1
17,llama-3.1-8b-instant,noise_robustness,0.4,What is the name of Meta's AI supercomputer?,The name of Meta's AI supercomputer is the AI Research SuperCluster (RSC).,1
18,llama-3.1-8b-instant,noise_robustness,0.4,When will American students start taking digital SAT exams?,"According to Document 2, American students will start taking the digital SAT in the spring of their 12th grade year, which is the spring of 2024.",1
19,llama-3.1-8b-instant,noise_robustness,0.4,When do the Paralympic Winter Games 2022 start?,"The 2022 Paralympic Winter Games start on Friday, March 4, 2022.",1
20,llama-3.1-8b-instant,noise_robustness,0.4,Super Bowl 2022 date,"The Super Bowl 2022 date is February 13, 2022.",1
21,llama-3.1-8b-instant,noise_robustness,0.4,Who won the 2022 Nobel Prize for chemistry?,"Carolyn R. Bertozzi, Morten Meldal, and K. Barry Sharpless won the 2022 Nobel Prize in Chemistry for the development of click chemistry and bioorthogonal chemistry.",1
22,llama-3.1-8b-instant,noise_robustness,0.4,Who won the Super Bowl 2022?,The Los Angeles Rams won the Super Bowl 2022 with a 23-20 victory over the Cincinnati Bengals.,1
23,llama-3.1-8b-instant,noise_robustness,0.4,Who won women's 500m speed skating at the 2022 Winter Olympics?,Erin Jackson of the United States won the women's 500m speed skating at the 2022 Winter Olympics.,1
24,llama-3.1-8b-instant,noise_robustness,0.4,When was Lost Ark game release on Steam?,"According to Document 5, the release date of Lost Ark on Steam is February 11.",1
25,llama-3.1-8b-instant,noise_robustness,0.4,What medals did Jessie Diggins win in the Beijing 2022 Olympic Games?,"According to Document 4, Jessie Diggins won a silver medal in the 30-kilometer freestyle race and a bronze medal in the individual sprint at the 2022 Beijing Winter Games.",1
26,llama-3.1-8b-instant,noise_robustness,0.4,What is the genre of The Endgame (TV show)?,The genre of The Endgame (TV show) is Crime drama · Thriller.,1
27,llama-3.1-8b-instant,noise_robustness,0.4,When did Russia invade Ukraine?,"According to Document 1, Document 2, and Document 4, Russia invaded Ukraine on February 24, 2022.",1
28,llama-3.1-8b-instant,noise_robustness,0.4,When was Elden Ring being released?,"According to Document 1, Document 2, Document 4, the release date of Elden Ring is February 25, 2022.",1
29,llama-3.1-8b-instant,noise_robustness,0.4,Who did Iga Swiatek defeat to win the Qatar Open 2022?,"According to Document 3, Iga Swiatek defeated Anett Kontaveit in the final to claim her second WTA 1000 championship title, losing only two games.",1
30,llama-3.1-8b-instant,noise_robustness,0.4,Which country won the most medals at the 2022 Winter Olympics?,"According to Document 1, Document 4, and Document 5, Norway won the most medals at the 2022 Winter Olympics with a total of 37 medals.",1
31,llama-3.1-8b-instant,noise_robustness,0.4,Who won the Male Vocalist of the Year at the 2022 CMA ?,Chris Stapleton won the Male Vocalist of the Year at the 2022 CMA Awards.,1
32,llama-3.1-8b-instant,noise_robustness,0.4,Who won the ACC Tournament in 2022?,"The Virginia Tech Hokies won the 2022 ACC Tournament, defeating Duke 82-67 on March 12, 2022.",1
33,llama-3.1-8b-instant,noise_robustness,0.4,What chip does the iPhone 14 have?,"According to Document 2, the iPhone 14 has the A15 Bionic chip, which is the same chip that's in the iPhone 13 Pro, but with an extra GPU core.",1
34,llama-3.1-8b-instant,noise_robustness,0.4,When is Google I/O 2022 scheduled to take place?,"Google I/O 2022 is scheduled to take place on May 11-12, 2022.",1
35,llama-3.1-8b-instant,noise_robustness,0.4,who will direct Irredeemable film?,Jeymes Samuel will direct the Irredeemable film.,1
36,llama-3.1-8b-instant,noise_robustness,0.4,What is the name of China's rover on Mars?,"According to Document 2, the name of China's rover on Mars is Zhurong.",1
37,llama-3.1-8b-instant,noise_robustness,0.4,Who is being honored with the 2022 Warrior Award?,Shad Gaspard is being honored with the 2022 Warrior Award.,1
38,llama-3.1-8b-instant,noise_robustness,0.4,What is the weight of the Surface Laptop SE?,"The weight of the Surface Laptop SE is 2.45 pounds (1,112.4 g) (Document 1) and 2.45 pounds (Document 4).",1
39,llama-3.1-8b-instant,noise_robustness,0.4,Who stars in The Lost City?,"According to Document 3: Starring Sandra Bullock, Channing Tatum, Daniel Radcliffe, Da'Vine Joy Randolph and Brad Pitt, the film follows a romance novelist and her cover model, who must...",1
