id,model,ability,noise_ratio,query,model_response,accuracy
0,llama-3.1-8b-instant,noise_robustness,0.8,When is the premiere of 'Carole King & James Taylor: Just Call Out My Name'?,"Document 2 states: Carole King & James Taylor: Just Call Out My Name premiered January 2, 2022, at 9:00pm ET/PT on CNN.",1
1,llama-3.1-8b-instant,noise_robustness,0.8,"The genre of the drama ""Good Sam"" is what?","Based on the provided documents, the genre of the drama ""Good Sam"" is a medical drama. This information is found in Document 4.",1
2,llama-3.1-8b-instant,noise_robustness,0.8,Who won the 2022 Citrus Bowl?,I can not answer the question because of the insufficient information in documents.,0
3,llama-3.1-8b-instant,noise_robustness,0.8,What position did Jason Semore hold at Valdosta State before returning to Georgia Tech?,"According to Document 5, Jason Semore worked as the defensive coordinator at Valdosta State before returning to Georgia Tech as the linebackers coach.",1
4,llama-3.1-8b-instant,noise_robustness,0.8,How many vehicles did Tesla deliver in 2021?,"According to Document 5, Tesla delivered 936,172 vehicles in 2021.",1
5,llama-3.1-8b-instant,noise_robustness,0.8,Which company acquired ShowBiz Cinemas?,"Based on the provided documents, the company that acquired ShowBiz Cinemas is EVO Entertainment Group. This information is mentioned in Document 4.",1
6,llama-3.1-8b-instant,noise_robustness,0.8,Where is the Super Bowl held in 2022?,"SoFi Stadium in Inglewood, California.",1
7,llama-3.1-8b-instant,noise_robustness,0.8,When will Truth Social launch on iOS?,"According to Document 4, Truth Social launched on iOS on February 21st, 2022, which is President's Day in the US.",1
8,llama-3.1-8b-instant,noise_robustness,0.8,What won best drama at 79th Golden Globes?,"According to Document 3, ""The Power of the Dog"" won Best Picture Drama at the 79th Golden Globes.",1
9,llama-3.1-8b-instant,noise_robustness,0.8,How much are GA Tech softball 2022 season tickets?,"According to Document 1, Georgia Tech softball 2022 season tickets cost $100 per seat.",1
10,llama-3.1-8b-instant,noise_robustness,0.8,When does the 2022 Olympic Winter Games end?,"According to Document 2: The 2022 Winter Olympics (2022年冬季奥林匹克运动会), officially called the XXIV Olympic Winter Games (Chinese: 第二十四届冬季奥林匹克运动会; pinyin: Dì Èrshísì Jiè Dōngjì Àolínpǐkè Yùndònghuì) and commonly known as Beijing 2022 (北京2022), was an international winter multi-sport event held from 4 to 20 February 2022 in Beijing, China, and surrounding areas with competition in selected events beginning 2 February 2022.

The 2022 Winter Olympics end on 20 February 2022.",1
11,llama-3.1-8b-instant,noise_robustness,0.8,Who won the Spanish Super Cup 2022?,I can not answer the question because of the insufficient information in documents.,0
12,llama-3.1-8b-instant,noise_robustness,0.8,How much is Microsoft acquiring Activision Blizzard for?,$68.7 billion (Document 2),1
13,llama-3.1-8b-instant,noise_robustness,0.8,What is the price for a 30-second spot during the Super Bowl 2022?,I can not answer the question because of the insufficient information in documents.,0
14,llama-3.1-8b-instant,noise_robustness,0.8,When is the Sports Star of the Year Awards Show 2022?,"The Sports Star of the Year Awards Show 2022 was held on May 26, 2022.",1
15,llama-3.1-8b-instant,noise_robustness,0.8,Who are the recipients of the 2022 Ivan Allen Jr. Prize for Social Courage?,I can not answer the question because of the insufficient information in documents.,0
16,llama-3.1-8b-instant,noise_robustness,0.8,What is the codename for Google's AR headset project?,The codename for Google's AR headset project is Project Iris.,1
17,llama-3.1-8b-instant,noise_robustness,0.8,What is the name of Meta's AI supercomputer?,The name of Meta's AI supercomputer is the AI Research SuperCluster (RSC).,1
18,llama-3.1-8b-instant,noise_robustness,0.8,When will American students start taking digital SAT exams?,I can not answer the question because of the insufficient information in documents.,0
19,llama-3.1-8b-instant,noise_robustness,0.8,When do the Paralympic Winter Games 2022 start?,"The 2022 Paralympic Winter Games will begin on Friday, March 4, 2022.",1
20,llama-3.1-8b-instant,noise_robustness,0.8,Super Bowl 2022 date,"Sunday, Feb. 13.",1
21,llama-3.1-8b-instant,noise_robustness,0.8,Who won the 2022 Nobel Prize for chemistry?,"According to Document 4, the 2022 Nobel Prize in Chemistry was awarded to K. Barry Sharpless, PhD, along with Carolyn R. Bertozzi, PhD, and Morten Meldal, PhD, for their development of ""click chemistry"" and bioorthogonal chemistry.",1
22,llama-3.1-8b-instant,noise_robustness,0.8,Who won the Super Bowl 2022?,"The Los Angeles Rams won the Super Bowl in 2022, as stated in Document 3: ""The Lombardi is staying in L.A. 🏆For the first time since 2000, the Rams are #SuperBowl Champions.""",1
23,llama-3.1-8b-instant,noise_robustness,0.8,Who won women's 500m speed skating at the 2022 Winter Olympics?,"Erin Jackson of the United States became the Olympic champion, winning her first Olympic medal.",1
24,llama-3.1-8b-instant,noise_robustness,0.8,When was Lost Ark game release on Steam?,"According to Document 3: Lost Ark on Steam, the release date of Lost Ark on Steam is February 11.",1
