id,model,ability,noise_ratio,query,model_response,accuracy
0,llama-3.3-70b-versatile,noise_robustness,0.4,When is the premiere of 'Carole King & James Taylor: Just Call Out My Name'?,"The premiere of 'Carole King & James Taylor: Just Call Out My Name' is on January 2, 2022, at 9:00pm ET/PT on CNN.",1
1,llama-3.3-70b-versatile,noise_robustness,0.4,"The genre of the drama ""Good Sam"" is what?",Medical drama.,1
2,llama-3.3-70b-versatile,noise_robustness,0.4,Who won the 2022 Citrus Bowl?,"Kentucky won the 2022 Citrus Bowl, defeating Iowa 20-17.",1
3,llama-3.3-70b-versatile,noise_robustness,0.4,What position did Jason Semore hold at Valdosta State before returning to Georgia Tech?,Defensive Coordinator.,1
4,llama-3.3-70b-versatile,noise_robustness,0.4,How many vehicles did Tesla deliver in 2021?,"936,172 vehicles.",1
5,llama-3.3-70b-versatile,noise_robustness,0.4,Which company acquired ShowBiz Cinemas?,Evo Entertainment Group acquired Showbiz Cinemas.,1
6,llama-3.3-70b-versatile,noise_robustness,0.4,Where is the Super Bowl held in 2022?,"SoFi Stadium in Inglewood, California.",1
7,llama-3.3-70b-versatile,noise_robustness,0.4,When will Truth Social launch on iOS?,"Truth Social launched on iOS on February 21, 2022, which is President's Day in the US.",1
8,llama-3.3-70b-versatile,noise_robustness,0.4,What won best drama at 79th Golden Globes?,The Power of the Dog won Best Drama at the 79th Golden Globes.,1
9,llama-3.3-70b-versatile,noise_robustness,0.4,How much are GA Tech softball 2022 season tickets?,$100 per seat.,1
10,llama-3.3-70b-versatile,noise_robustness,0.4,When does the 2022 Olympic Winter Games end?,The 2022 Winter Olympics ended on 20 February 2022.,1
11,llama-3.3-70b-versatile,noise_robustness,0.4,Who won the Spanish Super Cup 2022?,"Real Madrid won the Spanish Super Cup 2021-22, defeating Athletic Bilbao 2-0. However, the question asks about the 2022 Spanish Super Cup. Since the documents do not provide information about the winner of the 2022 Spanish Super Cup, but rather the 2021-22 Spanish Super Cup, the answer should be based on the information available. 

The documents do mention a ""Spanish Super Cup 2022-23"", but not a ""2022 Spanish Super Cup"". Therefore, the answer should be based on the available information. 

Real Madrid won the 2021-22 Spanish Super Cup. However, the question is about the 2022 Spanish Super Cup. Since the documents do not contain information about a ""2022 Spanish Super Cup"", the correct answer is:

I can not answer the question because of the insufficient information in documents.",1
12,llama-3.3-70b-versatile,noise_robustness,0.4,How much is Microsoft acquiring Activision Blizzard for?,$68.7 billion,1
13,llama-3.3-70b-versatile,noise_robustness,0.4,What is the price for a 30-second spot during the Super Bowl 2022?,$6.5 million.,1
14,llama-3.3-70b-versatile,noise_robustness,0.4,When is the Sports Star of the Year Awards Show 2022?,"The 87th annual Seattle Sports Star of the Year Awards Show took place on May 26, 2022.",1
15,llama-3.3-70b-versatile,noise_robustness,0.4,Who are the recipients of the 2022 Ivan Allen Jr. Prize for Social Courage?,"The recipients of the 2022 Ivan Allen Jr. Prize for Social Courage are Ford Greene, Ralph Long Jr., Lawrence Williams, and Ronald Yancey. They were Georgia Tech's first Black students and first Black graduate, respectively.",1
16,llama-3.3-70b-versatile,noise_robustness,0.4,What is the codename for Google's AR headset project?,The codename for Google's AR headset project is Project Iris.,1
17,llama-3.3-70b-versatile,noise_robustness,0.4,What is the name of Meta's AI supercomputer?,The name of Meta's AI supercomputer is the AI Research SuperCluster (RSC).,1
18,llama-3.3-70b-versatile,noise_robustness,0.4,When will American students start taking digital SAT exams?,American students will start taking digital SAT exams in the spring of 2024.,1
19,llama-3.3-70b-versatile,noise_robustness,0.4,When do the Paralympic Winter Games 2022 start?,"The 2022 Paralympic Winter Games start on Friday, March 4, 2022.",1
20,llama-3.3-70b-versatile,noise_robustness,0.4,Super Bowl 2022 date,"The Super Bowl 2022 date is Sunday, February 13, 2022.",1
21,llama-3.3-70b-versatile,noise_robustness,0.4,Who won the 2022 Nobel Prize for chemistry?,"The 2022 Nobel Prize in Chemistry was awarded to Carolyn R. Bertozzi, Morten Meldal, and K. Barry Sharpless for the development of click chemistry and bioorthogonal chemistry.",1
22,llama-3.3-70b-versatile,noise_robustness,0.4,Who won the Super Bowl 2022?,The Los Angeles Rams won the Super Bowl 2022 by defeating the Cincinnati Bengals with a score of 23-20.,1
23,llama-3.3-70b-versatile,noise_robustness,0.4,Who won women's 500m speed skating at the 2022 Winter Olympics?,Erin Jackson of the United States won the women's 500m speed skating at the 2022 Winter Olympics.,1
24,llama-3.3-70b-versatile,noise_robustness,0.4,When was Lost Ark game release on Steam?,"Lost Ark was released on Steam on February 11, 2022, although Founders Pack owners were able to play starting on February 8, 2022.",1
25,llama-3.3-70b-versatile,noise_robustness,0.4,What medals did Jessie Diggins win in the Beijing 2022 Olympic Games?,"According to the documents, Jessie Diggins won two medals in the Beijing 2022 Olympic Games: 

1. Bronze medal in the women's sprint (individual sprint)
2. Silver medal in the 30-kilometer freestyle race.",1
26,llama-3.3-70b-versatile,noise_robustness,0.4,What is the genre of The Endgame (TV show)?,Crime drama · Thriller.,1
27,llama-3.3-70b-versatile,noise_robustness,0.4,When did Russia invade Ukraine?,"February 24, 2022.",1
28,llama-3.3-70b-versatile,noise_robustness,0.4,When was Elden Ring being released?,"Elden Ring was released on February 25, 2022.",1
29,llama-3.3-70b-versatile,noise_robustness,0.4,Who did Iga Swiatek defeat to win the Qatar Open 2022?,Anett Kontaveit.,1
30,llama-3.3-70b-versatile,noise_robustness,0.4,Which country won the most medals at the 2022 Winter Olympics?,"Norway won the most medals at the 2022 Winter Olympics, with a total of 37 medals.",1
31,llama-3.3-70b-versatile,noise_robustness,0.4,Who won the Male Vocalist of the Year at the 2022 CMA ?,Chris Stapleton won the Male Vocalist of the Year at the 2022 CMA Awards.,1
32,llama-3.3-70b-versatile,noise_robustness,0.4,Who won the ACC Tournament in 2022?,The Virginia Tech Hokies won the 2022 ACC Tournament.,1
33,llama-3.3-70b-versatile,noise_robustness,0.4,What chip does the iPhone 14 have?,The iPhone 14 has the A15 Bionic chip.,1
34,llama-3.3-70b-versatile,noise_robustness,0.4,When is Google I/O 2022 scheduled to take place?,"Google I/O 2022 is scheduled to take place on May 11-12, 2022.",1
35,llama-3.3-70b-versatile,noise_robustness,0.4,who will direct Irredeemable film?,Jeymes Samuel will direct the Irredeemable film.,1
36,llama-3.3-70b-versatile,noise_robustness,0.4,What is the name of China's rover on Mars?,Zhurong,1
37,llama-3.3-70b-versatile,noise_robustness,0.4,Who is being honored with the 2022 Warrior Award?,Shad Gaspard is being honored with the 2022 Warrior Award.,1
38,llama-3.3-70b-versatile,noise_robustness,0.4,What is the weight of the Surface Laptop SE?,"The weight of the Surface Laptop SE is 2.45 pounds (1,112.4 g).",1
39,llama-3.3-70b-versatile,noise_robustness,0.4,Who stars in The Lost City?,"The stars of ""The Lost City"" include Sandra Bullock, Channing Tatum, Daniel Radcliffe, Da'Vine Joy Randolph, and Brad Pitt.",1
40,llama-3.3-70b-versatile,noise_robustness,0.4,What happened at the Academy Awards involving Will Smith and Chris Rock?,"At the 94th Academy Awards on March 27, 2022, actor Will Smith walked onstage and slapped comedian Chris Rock across the face during Rock's presentation for Best Documentary Feature. The slap was in response to Rock's joke about Smith's wife Jada Pinkett Smith's shaved head, which she had been shaving since 2021 due to alopecia areata. Smith returned to his seat and shouted profanity at Rock, who briefly responded, but completed his presentation without further interruption. Later that evening, Smith won Best Actor and apologized to the Academy of Motion Picture Arts and Sciences and other nominees, but not to Rock, in his acceptance speech. The next day, he issued an apology to Rock and the Academy through social media. As a result, Smith was banned from attending Academy events for 10 years, effective April 8, after he had resigned his Academy membership on April 1.",1
41,llama-3.3-70b-versatile,noise_robustness,0.4,When did Apple M2 chip?,"The Apple M2 chip was unveiled at Apple's WWDC 2022 keynote on June 6, 2022.",1
42,llama-3.3-70b-versatile,noise_robustness,0.4,What film won the 2022 Academy Award for Best Picture?,[ERROR_MAX_RETRIES],0
43,llama-3.3-70b-versatile,noise_robustness,0.4,When will the 94th Academy Awards be held?,"The 94th Academy Awards will be held on Sunday, March 27.",1
44,llama-3.3-70b-versatile,noise_robustness,0.4,When was A House Between the Earth and the Moon published?,"A House Between Earth and the Moon was published on March 29, 2022.",1
45,llama-3.3-70b-versatile,noise_robustness,0.4,Which alnum won the Album of the Year GRAMMYs 2022,[ERROR_MAX_RETRIES],0
46,llama-3.3-70b-versatile,noise_robustness,0.4,When is the final of the 2022 FIFA World Cup?,[ERROR_MAX_RETRIES],0
47,llama-3.3-70b-versatile,noise_robustness,0.4,How many vehicles did Tesla deliver in the first quarter of 2022?,"Tesla delivered 310,048 electric vehicles in the first quarter of 2022.",1
48,llama-3.3-70b-versatile,noise_robustness,0.4,Who acquired Twitter?,[ERROR_MAX_RETRIES],0
49,llama-3.3-70b-versatile,noise_robustness,0.4,How much did Elon Musk bought Twitter?,[ERROR_MAX_RETRIES],0
50,llama-3.3-70b-versatile,noise_robustness,0.4,Who won the 2022 Masters Tournament?,[ERROR_MAX_RETRIES],0
51,llama-3.3-70b-versatile,noise_robustness,0.4,Who won the women's singles Australian Open 2022?,[ERROR_MAX_RETRIES],0
52,llama-3.3-70b-versatile,noise_robustness,0.4,Who won the women's singles Australian Open 2023?,[ERROR_MAX_RETRIES],0
