id,model,ability,noise_ratio,query,model_response,accuracy
0,openai/gpt-oss-120b,noise_robustness,0.0,When is the premiere of 'Carole King & James Taylor: Just Call Out My Name'?,"The film **“Carole King & James Taylor: Just Call Out My Name”** premiered on **Sunday, January 2, 2022, at 9:00 p.m. ET/PT** on CNN.",1
1,openai/gpt-oss-120b,noise_robustness,0.0,"The genre of the drama ""Good Sam"" is what?",The drama **“Good Sam”** is classified as a **medical drama**.,1
2,openai/gpt-oss-120b,noise_robustness,0.0,Who won the 2022 Citrus Bowl?,Kentucky won the 2022 Citrus Bowl.,1
3,openai/gpt-oss-120b,noise_robustness,0.0,What position did Jason Semore hold at Valdosta State before returning to Georgia Tech?,Jason Semore served as the **defensive coordinator** at Valdosta State before returning to Georgia Tech.,1
4,openai/gpt-oss-120b,noise_robustness,0.0,How many vehicles did Tesla deliver in 2021?,"Tesla delivered **936,172 vehicles** in 2021.",1
5,openai/gpt-oss-120b,noise_robustness,0.0,Which company acquired ShowBiz Cinemas?,Evo Entertainment Group acquired ShowBiz Cinemas.,1
6,openai/gpt-oss-120b,noise_robustness,0.0,Where is the Super Bowl held in 2022?,"The 2022 Super Bowl (Super Bowl LVI) was played at **SoFi Stadium in Inglewood, California** (the Los Angeles‑area home of the Rams).",1
7,openai/gpt-oss-120b,noise_robustness,0.0,When will Truth Social launch on iOS?,"Truth Social is scheduled to go live on iOS on **February 21 (Presidents Day)** – the date cited in the reports (February 21, 2022).",1
8,openai/gpt-oss-120b,noise_robustness,0.0,What won best drama at 79th Golden Globes?,The award for **Best Motion Picture – Drama** at the 79th Golden Globe Awards went to **“The Power of the Dog.”**,1
9,openai/gpt-oss-120b,noise_robustness,0.0,How much are GA Tech softball 2022 season tickets?,Georgia Tech softball 2022 season tickets cost **$100 per seat**.,1
10,openai/gpt-oss-120b,noise_robustness,0.0,When does the 2022 Olympic Winter Games end?,The 2022 Olympic Winter Games concluded on **20 February 2022** (the date of the closing ceremony).,1
11,openai/gpt-oss-120b,noise_robustness,0.0,Who won the Spanish Super Cup 2022?,Real Madrid won the 2022 Spanish Super Cup.,1
12,openai/gpt-oss-120b,noise_robustness,0.0,How much is Microsoft acquiring Activision Blizzard for?,Microsoft is acquiring Activision Blizzard in an all‑cash deal valued at **$68.7 billion** (approximately $95 per share).,1
13,openai/gpt-oss-120b,noise_robustness,0.0,What is the price for a 30-second spot during the Super Bowl 2022?,The price for a 30‑second spot during the Super Bowl in 2022 was **$6.5 million**.,1
14,openai/gpt-oss-120b,noise_robustness,0.0,When is the Sports Star of the Year Awards Show 2022?,"The 2022 Seattle Sports Star of the Year Awards Show was held on **May 26, 2022**.",1
