id,model,ability,noise_ratio,query,model_response,accuracy
0,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,When is the premiere of 'Carole King & James Taylor: Just Call Out My Name'?,"The premiere of 'Carole King & James Taylor: Just Call Out My Name' is on Sunday, January 2, 2022, at 9:00pm ET/PT on CNN.",1
1,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,"The genre of the drama ""Good Sam"" is what?","The genre of the drama ""Good Sam"" is a medical drama.",1
2,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,Who won the 2022 Citrus Bowl?,"Kentucky won the 2022 Citrus Bowl, defeating Iowa 20-17.",1
3,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,What position did Jason Semore hold at Valdosta State before returning to Georgia Tech?,"According to the document, Jason Semore held the position of defensive coordinator at Valdosta State before returning to Georgia Tech.",1
4,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,How many vehicles did Tesla deliver in 2021?,"According to the document, Tesla delivered 936,172 vehicles in 2021.",1
5,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,Which company acquired ShowBiz Cinemas?,EVO Entertainment Group acquired ShowBiz Cinemas in an all-cash deal.,1
6,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,Where is the Super Bowl held in 2022?,"According to the document, the Super Bowl LVI (2022) was held at SoFi Stadium in Inglewood, California.",1
7,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,When will Truth Social launch on iOS?,"According to the documents, Truth Social was released on Apple iOS on February 21, 2022.",1
8,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,What won best drama at 79th Golden Globes?,The Power of the Dog won Best Picture Drama at the 79th Golden Globes.,1
9,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,How much are GA Tech softball 2022 season tickets?,I can not answer the question because of the insufficient information in documents.,0
10,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,When does the 2022 Olympic Winter Games end?,"According to the document, the 2022 Winter Olympics ended on Day 16, which corresponds to February 20, 2022.",1
11,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,Who won the Spanish Super Cup 2022?,"According to the document, Real Madrid won the Spanish Super Cup in 2022.",1
12,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,How much is Microsoft acquiring Activision Blizzard for?,"According to the document, Microsoft is acquiring Activision Blizzard for $68.7 billion.",1
13,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,What is the price for a 30-second spot during the Super Bowl 2022?,"According to the document, the price for a 30-second spot during the Super Bowl 2022 was $6.5 million.",1
14,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,When is the Sports Star of the Year Awards Show 2022?,"The Seattle Sports Star of the Year Awards Show 2022 was held on May 26, 2022.",1
15,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,Who are the recipients of the 2022 Ivan Allen Jr. Prize for Social Courage?,"The recipients of the 2022 Ivan Allen Jr. Prize for Social Courage are Ford Greene, Ralph Long Jr., and Lawrence Williams, Georgia Tech’s first Black students, and Ronald Yancey, Tech’s first Black graduate.",1
16,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,What is the codename for Google's AR headset project?,"The codename for Google's AR headset project is ""Iris"".",0
17,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,What is the name of Meta's AI supercomputer?,The name of Meta's AI supercomputer is the AI Research Supercluster (RSC).,1
18,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,When will American students start taking digital SAT exams?,"According to the document, American students will start taking the digital SAT in the spring of 2024.",1
19,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,When do the Paralympic Winter Games 2022 start?,"The 2022 Paralympic Winter Games begin on Friday, March 4, 2022.",1
20,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,Super Bowl 2022 date,"The Super Bowl 2022 will take place on Sunday, February 13, 2022.",1
21,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,Who won the 2022 Nobel Prize for chemistry?,"K. Barry Sharpless, Carolyn R. Bertozzi, and Morten Meldal won the 2022 Nobel Prize in Chemistry for the development of click chemistry and bioorthogonal chemistry.",1
22,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,Who won the Super Bowl 2022?,"The Los Angeles Rams won the Super Bowl 2022, defeating the Cincinnati Bengals 23-20.",1
23,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,Who won women's 500m speed skating at the 2022 Winter Olympics?,Erin Jackson won the women's 500m speed skating at the 2022 Winter Olympics with a time of 37.04.,1
24,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,When was Lost Ark game release on Steam?,"According to the document, Lost Ark was released on Steam on February 11, 2022, for all players, and February 8, 2022, for Founders Pack owners.",1
25,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,What medals did Jessie Diggins win in the Beijing 2022 Olympic Games?,"According to the document, Jessie Diggins won the following medals in the Beijing 2022 Olympic Games:

1. Gold medal in the women's cross-country event (no specific event mentioned)
2. Bronze medal in the women's individual cross-country sprint
3. Silver medal in the women's 30-kilometer freestyle event",1
26,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,What is the genre of The Endgame (TV show)?,The genre of The Endgame (TV show) is Crime drama · Thriller.,1
27,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,When did Russia invade Ukraine?,"According to the document, Russia invaded Ukraine on 24 February 2022.",1
28,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,When was Elden Ring being released?,"According to the document, Elden Ring was released on February 25, 2022, for PS4, PS5, Xbox One, Xbox Series X, and PC.",1
29,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,Who did Iga Swiatek defeat to win the Qatar Open 2022?,"According to the documents, Iga Swiatek defeated Anett Kontaveit in the Qatar Open final to win the WTA 1000 event.",1
30,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,Which country won the most medals at the 2022 Winter Olympics?,"According to the document, Norway won the most medals at the 2022 Winter Olympics with a total of 37 medals.",1
31,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,Who won the Male Vocalist of the Year at the 2022 CMA ?,Chris Stapleton won the Male Vocalist of the Year at the 2022 CMA Awards.,1
32,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,Who won the ACC Tournament in 2022?,"The Virginia Tech Hokies won the 2022 ACC Tournament, their first ACC Tournament title and only their second conference tournament title in program history.",1
33,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,What chip does the iPhone 14 have?,"The iPhone 14 has the A15 Bionic chip, which is the same chip that was in the iPhone 13 Pro, but with an extra GPU core.",1
34,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,When is Google I/O 2022 scheduled to take place?,Google I/O 2022 is scheduled to take place on May 11-12.,1
35,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,who will direct Irredeemable film?,Jeymes Samuel will direct the Irredeemable film.,1
36,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,What is the name of China's rover on Mars?,"The name of China's rover on Mars is not explicitly mentioned in the provided documents. However, it is mentioned that the rover was named through a public naming campaign, and over 1.4 million entries were received from 38 countries and regions. The rover is also referred to as the ""Zhurong rover"" in the document, but this is not its official name.",1
37,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,Who is being honored with the 2022 Warrior Award?,Shad Gaspard is being honored with the 2022 Warrior Award.,1
38,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,What is the weight of the Surface Laptop SE?,"According to the document, the weight of the Surface Laptop SE is 2.45 pounds.",1
39,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,Who stars in The Lost City?,"Sandra Bullock, Channing Tatum, Daniel Radcliffe, Da'Vine Joy Randolph, and Brad Pitt star in The Lost City.",1
40,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,What happened at the Academy Awards involving Will Smith and Chris Rock?,"During the 94th Academy Awards on March 27, 2022, Will Smith walked onstage and slapped Chris Rock across the face in response to a joke Rock made about Smith's wife Jada Pinkett Smith's shaved head, which she had been shaving since 2021 due to alopecia areata. After the slap, Smith returned to his seat and shouted profanity at Rock, who briefly responded but completed his presentation without further interruption. Later that evening, Smith won the Best Actor award and apologized to the Academy of Motion Picture Arts and Sciences and other nominees, but not to Rock, in his acceptance speech. The next day, he issued an apology to Rock and the Academy through social media.",1
41,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,When did Apple M2 chip?,"The Apple M2 chip was unveiled at Apple's WWDC 2022 keynote on June 6, 2022.",1
42,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,What film won the 2022 Academy Award for Best Picture?,The film that won the 2022 Academy Award for Best Picture was CODA.,1
43,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,When will the 94th Academy Awards be held?,"There are factual errors in the provided documents. The 94th Academy Awards will be held on Sunday, March 27, 2022, at the Dolby Theatre in Hollywood, not on March 12, 2023.",1
44,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,When was A House Between the Earth and the Moon published?,"According to the provided documents, A House Between Earth and the Moon was published on March 29, 2022.",1
45,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,Which alnum won the Album of the Year GRAMMYs 2022,"Jon Batiste's album ""We Are"" won the Album of the Year at the 2022 GRAMMYs.",1
46,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,When is the final of the 2022 FIFA World Cup?,"The final of the 2022 FIFA World Cup is on Sunday, December 18.",1
47,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,How many vehicles did Tesla deliver in the first quarter of 2022?,"According to the document, Tesla delivered 310,048 vehicles in the first quarter of 2022.",1
48,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,Who acquired Twitter?,Elon Musk acquired Twitter.,1
49,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,How much did Elon Musk bought Twitter?,"According to the document, Elon Musk bought Twitter for $44 billion.",1
50,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,Who won the 2022 Masters Tournament?,Scottie Scheffler won the 2022 Masters Tournament.,1
51,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,Who won the women's singles Australian Open 2022?,"Ashleigh Barty won the women's singles Australian Open 2022, defeating Danielle Collins in the final with a score of 6-3, 7-6(7-2).",1
52,meta-llama/llama-3.1-8b-instruct,noise_robustness,0.6,Who won the women's singles Australian Open 2023?,"Aryna Sabalenka of Belarus won the women's singles Australian Open 2023, defeating Elena Rybakina of Kazakhstan in a 4-6, 6-3, 6-4 comeback victory.",1
