id,model,ability,noise_ratio,query,model_response,accuracy
0,openai/gpt-oss-120b,noise_robustness,0.8,When is the premiere of 'Carole King & James Taylor: Just Call Out My Name'?,"The concert film **“Carole King & James Taylor: Just Call Out My Name” premiered on January 2, 2022, at 9:00 p.m. ET/PT on CNN.",1
1,openai/gpt-oss-120b,noise_robustness,0.8,"The genre of the drama ""Good Sam"" is what?",The drama **“Good Sam”** is classified as a **medical drama**.,1
2,openai/gpt-oss-120b,noise_robustness,0.8,Who won the 2022 Citrus Bowl?,Kentucky won the 2022 Citrus Bowl.,1
3,openai/gpt-oss-120b,noise_robustness,0.8,What position did Jason Semore hold at Valdosta State before returning to Georgia Tech?,Jason Semore served as the defensive coordinator at Valdosta State before returning to Georgia Tech.,1
4,openai/gpt-oss-120b,noise_robustness,0.8,How many vehicles did Tesla deliver in 2021?,"Tesla delivered **936,172 vehicles in 2021**.",1
5,openai/gpt-oss-120b,noise_robustness,0.8,Which company acquired ShowBiz Cinemas?,EVO Entertainment Group acquired ShowBiz Cinemas.,1
6,openai/gpt-oss-120b,noise_robustness,0.8,Where is the Super Bowl held in 2022?,"The 2022 Super Bowl (Super Bowl LVI) was played on February 13, 2022 at **SoFi Stadium in Inglewood, California** – the home stadium of the Los Angeles Rams.",1
7,openai/gpt-oss-120b,noise_robustness,0.8,When will Truth Social launch on iOS?,"Truth Social launched on iOS on **February 21, 2022** (President’s Day in the United States).",1
8,openai/gpt-oss-120b,noise_robustness,0.8,What won best drama at 79th Golden Globes?,The Best Picture Drama at the 79th Golden Globe Awards was **“The Power of the Dog.”**,1
9,openai/gpt-oss-120b,noise_robustness,0.8,How much are GA Tech softball 2022 season tickets?,The 2022 Georgia Tech softball season tickets are priced at **$100 per seat**.,1
10,openai/gpt-oss-120b,noise_robustness,0.8,When does the 2022 Olympic Winter Games end?,The 2022 Olympic Winter Games concluded on **20 February 2022**.,1
11,openai/gpt-oss-120b,noise_robustness,0.8,Who won the Spanish Super Cup 2022?,I can not answer the question because of the insufficient information in documents.,0
12,openai/gpt-oss-120b,noise_robustness,0.8,How much is Microsoft acquiring Activision Blizzard for?,Microsoft’s acquisition of Activision Blizzard is an all‑cash transaction valued at **about $68.7 billion** (approximately $95 per share).,1
13,openai/gpt-oss-120b,noise_robustness,0.8,What is the price for a 30-second spot during the Super Bowl 2022?,I can not answer the question because of the insufficient information in documents.,0
14,openai/gpt-oss-120b,noise_robustness,0.8,When is the Sports Star of the Year Awards Show 2022?,"The Sports Star of the Year Awards Show for 2022 was held on **May 26, 2022**.",1
15,openai/gpt-oss-120b,noise_robustness,0.8,Who are the recipients of the 2022 Ivan Allen Jr. Prize for Social Courage?,"The 2022 Ivan Allen Jr. Prize for Social Courage was presented to the four Black pioneers who helped shape Georgia Tech’s campus culture:

- **Ford Greene**  
- **Ralph Long Jr.**  
- **Lawrence Williams** (posthumously)  
- **Ronald Yancey**  

These four individuals were honored at the award symposium held on April 20, 2022.",1
16,openai/gpt-oss-120b,noise_robustness,0.8,What is the codename for Google's AR headset project?,The codename for Google’s AR headset project is **Project Iris**.,1
17,openai/gpt-oss-120b,noise_robustness,0.8,What is the name of Meta's AI supercomputer?,Meta’s AI supercomputer is called the **AI Research SuperCluster (RSC)**.,1
18,openai/gpt-oss-120b,noise_robustness,0.8,When will American students start taking digital SAT exams?,"Based on the information in the document, domestic (American) students are slated to begin taking the digital SAT in **2023**, with additional testing options extending into 2024. The rollout for U.S. test‑takers starts in 2023 following the June 2023 announcement of the digital SAT.",1
19,openai/gpt-oss-120b,noise_robustness,0.8,When do the Paralympic Winter Games 2022 start?,"The 2022 Paralympic Winter Games start on **March 4, 2022**.",1
20,openai/gpt-oss-120b,noise_robustness,0.8,Super Bowl 2022 date,"The 2022 Super Bowl (Super Bowl LVI) was scheduled for **Sunday, February 13, 2022**.",1
21,openai/gpt-oss-120b,noise_robustness,0.8,Who won the 2022 Nobel Prize for chemistry?,"The 2022 Nobel Prize in Chemistry was awarded jointly to **K. Barry Sharpless**, **Carolyn R. Bertozzi**, and **Morten Meldal**.",1
22,openai/gpt-oss-120b,noise_robustness,0.8,Who won the Super Bowl 2022?,The Los Angeles Rams won the 2022 Super Bowl (Super Bowl LVI).,1
23,openai/gpt-oss-120b,noise_robustness,0.8,Who won women's 500m speed skating at the 2022 Winter Olympics?,Erin Jackson of the United States won the women’s 500 m speed skating event at the 2022 Winter Olympics.,1
24,openai/gpt-oss-120b,noise_robustness,0.8,When was Lost Ark game release on Steam?,Lost Ark was released on Steam on **February 11**.,1
25,openai/gpt-oss-120b,noise_robustness,0.8,What medals did Jessie Diggins win in the Beijing 2022 Olympic Games?,"Jessie Diggins earned two medals at the Beijing 2022 Winter Olympics:

* **Bronze** – Women’s individual sprint (freestyle) on Feb 8, 2022.  
* **Silver** – Women’s 30‑kilometre freestyle race on Feb 20, 2022.",1
26,openai/gpt-oss-120b,noise_robustness,0.8,What is the genre of The Endgame (TV show)?,The Endgame is an American **crime drama thriller** television series.,1
27,openai/gpt-oss-120b,noise_robustness,0.8,When did Russia invade Ukraine?,Russia invaded Ukraine on 24 February 2022.,1
28,openai/gpt-oss-120b,noise_robustness,0.8,When was Elden Ring being released?,"Elden Ring was released on **February 25, 2022**.",1
29,openai/gpt-oss-120b,noise_robustness,0.8,Who did Iga Swiatek defeat to win the Qatar Open 2022?,Iga Świątek defeated **Jessica Pegula** to win the 2022 Qatar TotalEnergies Open.,0
30,openai/gpt-oss-120b,noise_robustness,0.8,Which country won the most medals at the 2022 Winter Olympics?,Norway won the most medals at the 2022 Winter Olympics.,1
31,openai/gpt-oss-120b,noise_robustness,0.8,Who won the Male Vocalist of the Year at the 2022 CMA ?,Chris Stapleton won the Male Vocalist of the Year at the 2022 CMA Awards.,1
32,openai/gpt-oss-120b,noise_robustness,0.8,Who won the ACC Tournament in 2022?,Virginia Tech won the 2022 ACC Tournament (men’s basketball).,1
33,openai/gpt-oss-120b,noise_robustness,0.8,What chip does the iPhone 14 have?,The iPhone 14 is equipped with Apple’s A15 Bionic chip.,1
34,openai/gpt-oss-120b,noise_robustness,0.8,When is Google I/O 2022 scheduled to take place?,"Google I/O 2022 is scheduled to take place on **May 11 and 12, 2022**.",1
35,openai/gpt-oss-120b,noise_robustness,0.8,who will direct Irredeemable film?,Jeymes Samuel will direct the Irredeemable film.,1
36,openai/gpt-oss-120b,noise_robustness,0.8,What is the name of China's rover on Mars?,The rover that China landed on Mars is named **Zhurong**.,1
37,openai/gpt-oss-120b,noise_robustness,0.8,Who is being honored with the 2022 Warrior Award?,Shad Gaspard is the posthumous recipient of the 2022 Warrior Award.,1
38,openai/gpt-oss-120b,noise_robustness,0.8,What is the weight of the Surface Laptop SE?,The Surface Laptop SE weighs **2.45 lb**.,1
39,openai/gpt-oss-120b,noise_robustness,0.8,Who stars in The Lost City?,"The document lists the principal members of the film’s cast as:

- **Sandra Bullock** – the lead, playing Loretta Sage  
- **Channing Tatum** – credited as “Dog actor,” playing Alan (also listed as Dash)  
- **Daniel Radcliffe** – playing Fairfax (listed as Abigail Fairfax)  
- **Da’Vine Joy Randolph** – playing Beth, Loretta’s publisher  

These are the actors identified in the text as starring in *The Lost City*.",1
40,openai/gpt-oss-120b,noise_robustness,0.8,What happened at the Academy Awards involving Will Smith and Chris Rock?,"At the 2022 Academy Awards, after Chris Rock made a joke about Will Smith’s wife, Jada Pinkett Smith, Will Smith walked onto the stage and slapped Rock in the face. The incident was captured on live television and in photographs, sparked a police‑investigation statement from the LAPD, and prompted apologies and statements from both the Academy and Smith. The slap became a widely reported and meme‑driven moment in the ceremony’s aftermath.",1
41,openai/gpt-oss-120b,noise_robustness,0.8,When did Apple M2 chip?,Apple announced the M2 chip on **June 6 2022** at its WWDC event.,1
42,openai/gpt-oss-120b,noise_robustness,0.8,What film won the 2022 Academy Award for Best Picture?,The film that won the 2022 Academy Award for Best Picture was **“CODA.”**,1
43,openai/gpt-oss-120b,noise_robustness,0.8,When will the 94th Academy Awards be held?,"The 94th Academy Awards were held on **March 27, 2022**.",1
44,openai/gpt-oss-120b,noise_robustness,0.8,When was A House Between the Earth and the Moon published?,"A House Between the Earth and the Moon was first published on **March 29, 2022**.",1
45,openai/gpt-oss-120b,noise_robustness,0.8,Which alnum won the Album of the Year GRAMMYs 2022,Jon Batiste won the 2022 Grammy Award for Album of the Year for his album **We Are**.,1
46,openai/gpt-oss-120b,noise_robustness,0.8,When is the final of the 2022 FIFA World Cup?,The 2022 FIFA World Cup final was scheduled for **18 December 2022**.,1
47,openai/gpt-oss-120b,noise_robustness,0.8,How many vehicles did Tesla deliver in the first quarter of 2022?,"Tesla delivered **310,048 vehicles** in the first quarter of 2022.",1
48,openai/gpt-oss-120b,noise_robustness,0.8,Who acquired Twitter?,Elon Musk acquired Twitter.,1
49,openai/gpt-oss-120b,noise_robustness,0.8,How much did Elon Musk bought Twitter?,"Elon Musk bought Twitter for **about $44 billion** (approximately £38 billion), at a price of $54.20 per share.",1
50,openai/gpt-oss-120b,noise_robustness,0.8,Who won the 2022 Masters Tournament?,Scottie Scheffler won the 2022 Masters Tournament.,1
51,openai/gpt-oss-120b,noise_robustness,0.8,Who won the women's singles Australian Open 2022?,Ashleigh Barty won the women’s singles title at the 2022 Australian Open.,1
52,openai/gpt-oss-120b,noise_robustness,0.8,Who won the women's singles Australian Open 2023?,Aryna Sabalenka won the women’s singles title at the 2023 Australian Open.,1
53,openai/gpt-oss-120b,noise_robustness,0.8,Who won the men's singles Australian Open 2022?,Rafael Nadal won the men’s singles title at the 2022 Australian Open.,1
54,openai/gpt-oss-120b,noise_robustness,0.8,Who won the men's singles Australian Open 2023?,Novak Djokovic won the men’s singles title at the 2023 Australian Open.,1
55,openai/gpt-oss-120b,noise_robustness,0.8,Who won the women's singles French Open 2022?,Iga Świątek won the women's singles title at the 2022 French Open.,0
56,openai/gpt-oss-120b,noise_robustness,0.8,Who won the women's singles French Open 2023?,Iga Swiatek won the women's singles title at the 2023 French Open.,1
57,openai/gpt-oss-120b,noise_robustness,0.8,Who is the runner-up in the women's singles at the 2023 French Open?,The runner‑up in the women’s singles at the 2023 French Open was **Karolina Muchova**.,1
