id,model,ability,noise_ratio,query,model_response,accuracy
0,openai/gpt-oss-120b,noise_robustness,0.4,When is the premiere of 'Carole King & James Taylor: Just Call Out My Name'?,"The documentary **“Carole King & James Taylor: Just Call Out My Name”** premiered on **Sunday, January 2, 2022, at 9:00 p.m. ET/PT** on CNN.",1
1,openai/gpt-oss-120b,noise_robustness,0.4,"The genre of the drama ""Good Sam"" is what?",The drama **“Good Sam”** is classified as a **medical drama**.,1
2,openai/gpt-oss-120b,noise_robustness,0.4,Who won the 2022 Citrus Bowl?,"Kentucky won the 2022 Citrus Bowl, defeating Iowa 20–17.",1
3,openai/gpt-oss-120b,noise_robustness,0.4,What position did Jason Semore hold at Valdosta State before returning to Georgia Tech?,Jason Semore served as the **defensive coordinator** at Valdosta State before returning to Georgia Tech.,1
4,openai/gpt-oss-120b,noise_robustness,0.4,How many vehicles did Tesla deliver in 2021?,"Tesla delivered **936,172 vehicles** in 2021.",1
5,openai/gpt-oss-120b,noise_robustness,0.4,Which company acquired ShowBiz Cinemas?,Evo Entertainment Group acquired ShowBiz Cinemas.,1
6,openai/gpt-oss-120b,noise_robustness,0.4,Where is the Super Bowl held in 2022?,"The 2022 Super Bowl (Super Bowl LVI) was held at **SoFi Stadium in Inglewood, California**.",1
7,openai/gpt-oss-120b,noise_robustness,0.4,When will Truth Social launch on iOS?,"Truth Social was scheduled to launch on iOS on **Monday, February 21, 2022**.",1
8,openai/gpt-oss-120b,noise_robustness,0.4,What won best drama at 79th Golden Globes?,The award for Best Drama (Best Motion Picture – Drama) at the 79th Golden Globe Awards went to **“The Power of the Dog.”**,1
9,openai/gpt-oss-120b,noise_robustness,0.4,How much are GA Tech softball 2022 season tickets?,The 2022 Georgia Tech softball season tickets cost **$100 per seat**.,1
10,openai/gpt-oss-120b,noise_robustness,0.4,When does the 2022 Olympic Winter Games end?,The 2022 Olympic Winter Games concluded on **20 February 2022**.,1
11,openai/gpt-oss-120b,noise_robustness,0.4,Who won the Spanish Super Cup 2022?,Real Madrid won the 2022 Spanish Super Cup.,1
12,openai/gpt-oss-120b,noise_robustness,0.4,How much is Microsoft acquiring Activision Blizzard for?,Microsoft is acquiring Activision Blizzard for **$68.7 billion**.,1
13,openai/gpt-oss-120b,noise_robustness,0.4,What is the price for a 30-second spot during the Super Bowl 2022?,The price for a 30‑second Super Bowl spot in 2022 was **$6.5 million**.,1
14,openai/gpt-oss-120b,noise_robustness,0.4,When is the Sports Star of the Year Awards Show 2022?,"The Sports Star of the Year Awards Show 2022 was held on **May 26, 2022**.",1
15,openai/gpt-oss-120b,noise_robustness,0.4,Who are the recipients of the 2022 Ivan Allen Jr. Prize for Social Courage?,"The 2022 Ivan Allen Jr. Prize for Social Courage was awarded to Georgia Tech’s first Black students and its first Black graduate:

- **Ford Greene**  
- **Ralph Long Jr.**  
- **Lawrence Williams**  
- **Ronald Yancey**",1
16,openai/gpt-oss-120b,noise_robustness,0.4,What is the codename for Google's AR headset project?,The codename for Google's AR headset project is **Project Iris**.,1
17,openai/gpt-oss-120b,noise_robustness,0.4,What is the name of Meta's AI supercomputer?,Meta’s AI supercomputer is called the **AI Research SuperCluster (RSC)**.,1
18,openai/gpt-oss-120b,noise_robustness,0.4,When will American students start taking digital SAT exams?,American (U.S.) students will start taking the digital SAT in **spring 2024**.,1
19,openai/gpt-oss-120b,noise_robustness,0.4,When do the Paralympic Winter Games 2022 start?,"The 2022 Paralympic Winter Games begin on **Friday, March 4, 2022**.",1
20,openai/gpt-oss-120b,noise_robustness,0.4,Super Bowl 2022 date,"The 2022 Super Bowl (Super Bowl LVI) was played on **Sunday, February 13, 2022**.",1
21,openai/gpt-oss-120b,noise_robustness,0.4,Who won the 2022 Nobel Prize for chemistry?,"The 2022 Nobel Prize in Chemistry was awarded jointly to **Carolyn R. Bertozzi**, **Morten Meldal**, and **K. Barry Sharpless** for their development of click chemistry and bio‑orthogonal chemistry.",1
22,openai/gpt-oss-120b,noise_robustness,0.4,Who won the Super Bowl 2022?,"The Los Angeles Rams won the 2022 Super Bowl (Super Bowl LVI), defeating the Cincinnati Bengals 23–20.",1
23,openai/gpt-oss-120b,noise_robustness,0.4,Who won women's 500m speed skating at the 2022 Winter Olympics?,Erin Jackson of the United States won the women’s 500 m speed‑skating event at the 2022 Winter Olympics.,1
24,openai/gpt-oss-120b,noise_robustness,0.4,When was Lost Ark game release on Steam?,"Lost Ark was released on Steam on **February 11, 2022** (Founders Pack owners had early access on February 8, 2022).",1
25,openai/gpt-oss-120b,noise_robustness,0.4,What medals did Jessie Diggins win in the Beijing 2022 Olympic Games?,"Jessie Diggins earned two medals at the Beijing 2022 Winter Olympics:

* **Silver** – women’s 30 kilometre freestyle  
* **Bronze** – women’s individual sprint  

These are the only medals she won at the 2022 Games.",1
26,openai/gpt-oss-120b,noise_robustness,0.4,What is the genre of The Endgame (TV show)?,The Endgame is classified as a **crime drama** and **thriller**.,1
27,openai/gpt-oss-120b,noise_robustness,0.4,When did Russia invade Ukraine?,Russia invaded Ukraine on **24 February 2022**.,1
28,openai/gpt-oss-120b,noise_robustness,0.4,When was Elden Ring being released?,"Elden Ring was released on **February 25, 2022**.",1
29,openai/gpt-oss-120b,noise_robustness,0.4,Who did Iga Swiatek defeat to win the Qatar Open 2022?,Iga Świątek defeated **Anett Kontaveit** in the final to win the 2022 Qatar Open.,1
30,openai/gpt-oss-120b,noise_robustness,0.4,Which country won the most medals at the 2022 Winter Olympics?,"Norway won the most medals at the 2022 Winter Olympics, with a total of 37 medals.",1
31,openai/gpt-oss-120b,noise_robustness,0.4,Who won the Male Vocalist of the Year at the 2022 CMA ?,Chris Stapleton won the Male Vocalist of the Year award at the 2022 CMA Awards.,1
32,openai/gpt-oss-120b,noise_robustness,0.4,Who won the ACC Tournament in 2022?,The 2022 ACC men’s basketball tournament was won by the **Virginia Tech Hokies**.,1
33,openai/gpt-oss-120b,noise_robustness,0.4,What chip does the iPhone 14 have?,"The iPhone 14 (and iPhone 14 Plus) is powered by Apple’s **A15 Bionic** chip – a 6‑core CPU, 5‑core GPU and 16‑core Neural Engine.",1
34,openai/gpt-oss-120b,noise_robustness,0.4,When is Google I/O 2022 scheduled to take place?,"Google I O 2022 was scheduled to take place on **May 11 – May 12, 2022**.",1
35,openai/gpt-oss-120b,noise_robustness,0.4,who will direct Irredeemable film?,Jeymes Samuel will direct the Irredeemable film.,1
36,openai/gpt-oss-120b,noise_robustness,0.4,What is the name of China's rover on Mars?,The rover is named **Zhurong**.,1
37,openai/gpt-oss-120b,noise_robustness,0.4,Who is being honored with the 2022 Warrior Award?,Shad Gaspard is being honored with the 2022 Warrior Award.,1
38,openai/gpt-oss-120b,noise_robustness,0.4,What is the weight of the Surface Laptop SE?,"The Surface Laptop SE weighs **2.45 lb** (approximately **1,112 g**).",1
39,openai/gpt-oss-120b,noise_robustness,0.4,Who stars in The Lost City?,"The film **“The Lost City”** stars **Sandra Bullock, Channing Tatum, Daniel Radcliffe, Da’Vine Joy Randolph, and Brad Pitt**.",1
40,openai/gpt-oss-120b,noise_robustness,0.4,What happened at the Academy Awards involving Will Smith and Chris Rock?,"At the 94th Academy Awards on March 27 2022, while Chris Rock was presenting the award for Best Documentary Feature, he made a joke about Will Smith’s wife, Jada Pinkett Smith, and her shaved head. In response, Will Smith walked onto the stage, slapped Rock across the face, and then returned to his seat, shouting profanity at Rock. Rock briefly replied but finished his presentation. Later that evening Smith won the Best Actor Oscar, apologized to the Academy and the other nominees in his acceptance speech (but not to Rock), and the next day issued a public apology to Rock and the Academy. Smith subsequently resigned from the Academy, was banned from attending Academy events for ten years, and the incident dominated coverage of the ceremony.",1
41,openai/gpt-oss-120b,noise_robustness,0.4,When did Apple M2 chip?,"Apple announced the M2 chip on **June 6, 2022** during its WWDC keynote.",1
42,openai/gpt-oss-120b,noise_robustness,0.4,What film won the 2022 Academy Award for Best Picture?,The film that won the 2022 Academy Award for Best Picture was **CODA**.,1
43,openai/gpt-oss-120b,noise_robustness,0.4,When will the 94th Academy Awards be held?,"The 94th Academy Awards will be held on Sunday, March 27, 2022, at the Dolby Theatre in Hollywood.",1
44,openai/gpt-oss-120b,noise_robustness,0.4,When was A House Between the Earth and the Moon published?,"A House Between Earth and the Moon was first published on March 29, 2022.",1
45,openai/gpt-oss-120b,noise_robustness,0.4,Which alnum won the Album of the Year GRAMMYs 2022,Jon Batiste’s album **“We Are”** won the 2022 Grammy Award for Album of the Year.,1
46,openai/gpt-oss-120b,noise_robustness,0.4,When is the final of the 2022 FIFA World Cup?,The final of the 2022 FIFA World Cup was played on **18 December 2022**.,1
47,openai/gpt-oss-120b,noise_robustness,0.4,How many vehicles did Tesla deliver in the first quarter of 2022?,"Tesla delivered **310,048 vehicles** in the first quarter of 2022.",1
48,openai/gpt-oss-120b,noise_robustness,0.4,Who acquired Twitter?,Elon Musk acquired Twitter.,1
49,openai/gpt-oss-120b,noise_robustness,0.4,How much did Elon Musk bought Twitter?,Elon Musk’s acquisition of Twitter was valued at **about $44 billion**. The documents note that the deal announced in April was closed in October for a $44 billion purchase price.,1
50,openai/gpt-oss-120b,noise_robustness,0.4,Who won the 2022 Masters Tournament?,Scottie Scheffler won the 2022 Masters Tournament.,1
51,openai/gpt-oss-120b,noise_robustness,0.4,Who won the women's singles Australian Open 2022?,Ashleigh Barty won the women’s singles title at the 2022 Australian Open.,1
52,openai/gpt-oss-120b,noise_robustness,0.4,Who won the women's singles Australian Open 2023?,Aryna Sabalenka won the women’s singles title at the 2023 Australian Open.,1
53,openai/gpt-oss-120b,noise_robustness,0.4,Who won the men's singles Australian Open 2022?,Rafael Nadal won the men’s singles title at the 2022 Australian Open.,1
54,openai/gpt-oss-120b,noise_robustness,0.4,Who won the men's singles Australian Open 2023?,Novak Djokovic won the men’s singles title at the 2023 Australian Open.,1
55,openai/gpt-oss-120b,noise_robustness,0.4,Who won the women's singles French Open 2022?,Iga Świątek won the women's singles title at the 2022 French Open.,0
56,openai/gpt-oss-120b,noise_robustness,0.4,Who won the women's singles French Open 2023?,Iga Swiatek won the 2023 French Open women’s singles title.,1
57,openai/gpt-oss-120b,noise_robustness,0.4,Who is the runner-up in the women's singles at the 2023 French Open?,The runner‑up in the women's singles at the 2023 French Open was **Karolina Muchova**.,1
58,openai/gpt-oss-120b,noise_robustness,0.4,Who won the men's singles French Open 2022?,Rafael Nadal won the men’s singles title at the 2022 French Open.,1
59,openai/gpt-oss-120b,noise_robustness,0.4,Who won the men's singles French Open 2023?,Novak Djokovic won the men’s singles title at the 2023 French Open.,1
60,openai/gpt-oss-120b,noise_robustness,0.4,who the women's singles wimbledon 2022?,"Elena Rybakina won the women’s singles title at Wimbledon 2022, defeating Ons Jabeur in the final.",1
61,openai/gpt-oss-120b,noise_robustness,0.4,who the women's singles wimbledon 2023?,"The 2023 Wimbledon women’s singles title was won by **Markéta Vondroušová**, who defeated Ons Jabeur 6‑4, 6‑4 in the final.",1
62,openai/gpt-oss-120b,noise_robustness,0.4,Who won the men's singles wimbledon 2022?,Novak Djokovic won the men’s singles title at Wimbledon in 2022.,1
63,openai/gpt-oss-120b,noise_robustness,0.4,Who won the men's singles wimbledon 2023?,Carlos Alcaraz won the men’s singles title at Wimbledon in 2023.,1
64,openai/gpt-oss-120b,noise_robustness,0.4,How many titles has Swiatek won in 2022 season?,Iga Świątek won **eight titles** during the 2022 season.,1
65,openai/gpt-oss-120b,noise_robustness,0.4,who the women's singles U.S. Open 2022?,"The women's singles champion at the 2022 U.S. Open was **Iga Swiatek** of Poland. She defeated Ons Jabeur in the final, 6‑2, 7‑6(5).",1
66,openai/gpt-oss-120b,noise_robustness,0.4,Who won the men's singles U.S. Open 2022?,Carlos Alcaraz won the men’s singles title at the 2022 U.S. Open.,1
67,openai/gpt-oss-120b,noise_robustness,0.4,Who is the new head coach of the Virginia Tech football team in 2022?,The new head coach of the Virginia Tech football team in 2022 is **Brent Pry**.,1
68,openai/gpt-oss-120b,noise_robustness,0.4,Where is Consensus 2022 taking place?,"Consensus 2022 is taking place in Austin, Texas.",1
69,openai/gpt-oss-120b,noise_robustness,0.4,When did the 148th Kentucky Derby take place?,"The 148th Kentucky Derby was run on Saturday, May 7, 2022.",1
70,openai/gpt-oss-120b,noise_robustness,0.4,What was Tesla's revenue in Q1 2022?,Tesla’s revenue in the first quarter of 2022 was **$18.76 billion**.,1
71,openai/gpt-oss-120b,noise_robustness,0.4,When will Splatoon 3 be released?,"Splatoon 3 was released on **September 9, 2022** for the Nintendo Switch.",1
72,openai/gpt-oss-120b,noise_robustness,0.4,Who acquired STX Entertainment?,STX Entertainment was acquired by an affiliate of **The Najafi Companies**.,1
73,openai/gpt-oss-120b,noise_robustness,0.4,When did Orrin G. Hatch pass away?,"Orrin G. Hatch passed away on **April 23, 2022**.",1
74,openai/gpt-oss-120b,noise_robustness,0.4,Who was the new CEO of CNN?,The new CEO (and chairman) of CNN is **Chris Licht**.,1
75,openai/gpt-oss-120b,noise_robustness,0.4,Who won the French Presidential Election 2022?,Emmanuel Macron won the 2022 French presidential election.,1
76,openai/gpt-oss-120b,noise_robustness,0.4,What is the megapixel in main camera on the iPhone 14 Pro?,The main camera on the iPhone 14 Pro is a **48‑megapixel** sensor.,1
77,openai/gpt-oss-120b,noise_robustness,0.4,How much does it cost to rent a tool kit for Apple device repairs?,The rental kit for Apple device repairs costs **$49** (including shipping).,1
78,openai/gpt-oss-120b,noise_robustness,0.4,Where will the 2022 Met Gala take place?,"The 2022 Met Gala will be held at New York City’s **Metropolitan Museum of Art**, specifically in the museum’s American Wing period‑room galleries.",1
79,openai/gpt-oss-120b,noise_robustness,0.4,Who won the Champions League in the 2022-2023 season?,Manchester City won the 2022‑23 UEFA Champions League.,1
80,openai/gpt-oss-120b,noise_robustness,0.4,Which teams are playing in the 2021-22 NBA Finals?,The 2021‑22 NBA Finals were contested between the **Golden State Warriors** and the **Boston Celtics**.,1
81,openai/gpt-oss-120b,noise_robustness,0.4,What is the prize money for the Squid Game-inspired reality competition?,The prize money for the Squid Game‑inspired reality competition is **$4.56 million**.,1
82,openai/gpt-oss-120b,noise_robustness,0.4,When was Overwatch 2 released?,"Overwatch 2 was released in early access on **October 4, 2022**.",1
83,openai/gpt-oss-120b,noise_robustness,0.4,Who won the 2022 Tour de France?,Jonas Vingegaard won the 2022 Tour de France.,1
84,openai/gpt-oss-120b,noise_robustness,0.4,How much was Apple's revenue in Q3? 2022,Apple’s revenue in Q3 2022 was **$83.0 billion**.,1
85,openai/gpt-oss-120b,noise_robustness,0.4,Who won the 2022 Atlanta Open?,Alex de Minaur won the 2022 Atlanta Open singles title.,1
86,openai/gpt-oss-120b,noise_robustness,0.4,What was the revenue of AWS in Q2 2022?,The revenue of Amazon Web Services (AWS) in Q2 2022 was **$19.7 billion**.,1
87,openai/gpt-oss-120b,noise_robustness,0.4,when was xenoblade chronicles 3 released?,"Xenoblade Chronicles 3 was released on **July 29, 2022** for the Nintendo Switch.",1
88,openai/gpt-oss-120b,noise_robustness,0.4,"What is the name of the horse in the movie ""Nope""?",The horse that signals the danger in Jordan Peele’s film *Nope* is named **Ghost**.,1
89,openai/gpt-oss-120b,noise_robustness,0.4,When did Neal Lemlein pass away?,"Neal Lemlein passed away on **July 22, 2022**.",1
90,openai/gpt-oss-120b,noise_robustness,0.4,Who is the lead actor in the film Carter?,The lead actor in the film **Carter** is **Joo Won**.,1
91,openai/gpt-oss-120b,noise_robustness,0.4,When was BlenderBot 3 released?,BlenderBot 3 was released on **5 August 2022**.,1
92,openai/gpt-oss-120b,noise_robustness,0.4,which company invented BlenderBot 3?,Meta (the parent company of Facebook) invented BlenderBot 3.,1
93,openai/gpt-oss-120b,noise_robustness,0.4,When was ChatGPT released?,"ChatGPT was released on **November 30, 2022**.",1
94,openai/gpt-oss-120b,noise_robustness,0.4,When was GPT4 released?,"GPT‑4 was released on **March 14, 2023**.",1
95,openai/gpt-oss-120b,noise_robustness,0.4,How much did Amazon agree to pay to acquire iRobot?,Amazon agreed to acquire iRobot for $61 per share in an all‑cash transaction valued at approximately **$1.7 billion** (including iRobot’s net debt).,1
96,openai/gpt-oss-120b,noise_robustness,0.4,What is the location of the Major League Baseball Field of Dreams Game 2022?,"The 2022 MLB Field of Dreams Game was played at the Field of Dreams ballpark in Dyersville, Iowa.",1
97,openai/gpt-oss-120b,noise_robustness,0.4,When did Microsoft release Windows 11 22H2?,"Microsoft released Windows 11 22H2 on **September 20, 2022**.",1
98,openai/gpt-oss-120b,noise_robustness,0.4,When did AMD unveil Ryzen 7000 processors?,"AMD unveiled the Ryzen 7000 desktop processors on **August 29, 2022** (via a YouTube livestream).",1
99,openai/gpt-oss-120b,noise_robustness,0.4,Who won the U.S. all-around title at the U.S. Gymnastics Nationals 2022?,Konnor McClain won the senior women’s all‑around title at the 2022 U.S. Gymnastics Nationals.,1
100,openai/gpt-oss-120b,noise_robustness,0.4,What is the new price of Tesla's Full-Self Driving (FSD) software?,"The new price of Tesla’s Full‑Self Driving (FSD) software is **$15,000**.",1
101,openai/gpt-oss-120b,noise_robustness,0.4,What is the date of the premiere of House of the Dragon?,"The series premiered on **August 21, 2022**.",1
102,openai/gpt-oss-120b,noise_robustness,0.4,When is the release date for Sony's PlayStation VR2 headset?,The Sony PlayStation VR2 headset was released on **22 February 2023**.,1
103,openai/gpt-oss-120b,noise_robustness,0.4,What is the new venture launched by Tiger Woods and Rory McIlroy?,The new venture launched by Tiger Woods and Rory McIlroy is called **TMRW Sports**.,1
