id,model,ability,noise_ratio,query,model_response,accuracy
0,openai/gpt-oss-120b,noise_robustness,0.6,When is the premiere of 'Carole King & James Taylor: Just Call Out My Name'?,"The documentary **“Carole King & James Taylor: Just Call Out My Name”** premiered on **Sunday, January 2, 2022, at 9:00 p.m. ET/PT** on CNN.",1
1,openai/gpt-oss-120b,noise_robustness,0.6,"The genre of the drama ""Good Sam"" is what?",The drama **“Good Sam”** is classified as a **medical drama**.,1
2,openai/gpt-oss-120b,noise_robustness,0.6,Who won the 2022 Citrus Bowl?,"Kentucky won the 2022 Citrus Bowl, defeating Iowa 20–17.",1
3,openai/gpt-oss-120b,noise_robustness,0.6,What position did Jason Semore hold at Valdosta State before returning to Georgia Tech?,Jason Semore served as the **defensive coordinator** at Valdosta State before returning to Georgia Tech.,1
4,openai/gpt-oss-120b,noise_robustness,0.6,How many vehicles did Tesla deliver in 2021?,"Tesla delivered **936,172 vehicles** in 2021.",1
5,openai/gpt-oss-120b,noise_robustness,0.6,Which company acquired ShowBiz Cinemas?,EVO Entertainment Group acquired ShowBiz Cinemas.,1
6,openai/gpt-oss-120b,noise_robustness,0.6,Where is the Super Bowl held in 2022?,"The 2022 Super Bowl (Super Bowl LVI) was played on February 13, 2022 at **SoFi Stadium in Inglewood, California** (the Los Angeles metropolitan area).",1
7,openai/gpt-oss-120b,noise_robustness,0.6,When will Truth Social launch on iOS?,"Truth Social launched on iOS on **February 21, 2022**.",1
8,openai/gpt-oss-120b,noise_robustness,0.6,What won best drama at 79th Golden Globes?,The award for **Best Drama (Best Motion Picture – Drama)** at the 79th Golden Globe Awards went to **“The Power of the Dog.”**,1
9,openai/gpt-oss-120b,noise_robustness,0.6,How much are GA Tech softball 2022 season tickets?,I can not answer the question because of the insufficient information in documents.,0
10,openai/gpt-oss-120b,noise_robustness,0.6,When does the 2022 Olympic Winter Games end?,The 2022 Olympic Winter Games concluded on **20 February 2022**.,1
11,openai/gpt-oss-120b,noise_robustness,0.6,Who won the Spanish Super Cup 2022?,Real Madrid won the 2022 Spanish Super Cup.,1
12,openai/gpt-oss-120b,noise_robustness,0.6,How much is Microsoft acquiring Activision Blizzard for?,Microsoft is acquiring Activision Blizzard for **$68.7 billion** (approximately £50.5 billion).,1
13,openai/gpt-oss-120b,noise_robustness,0.6,What is the price for a 30-second spot during the Super Bowl 2022?,The price for a 30‑second commercial spot during Super Bowl 2022 was **about $6.5 million**.,1
14,openai/gpt-oss-120b,noise_robustness,0.6,When is the Sports Star of the Year Awards Show 2022?,"The Sports Star of the Year Awards Show 2022 was held on **May 26, 2022**.",1
15,openai/gpt-oss-120b,noise_robustness,0.6,Who are the recipients of the 2022 Ivan Allen Jr. Prize for Social Courage?,"The 2022 Ivan Allen Jr. Prize for Social Courage was awarded to Georgia Tech’s pioneering Black students and its first Black graduate:

- **Ford Greene**  
- **Ralph Long Jr.**  
- **Lawrence Williams**  
- **Ronald Yancey**",1
16,openai/gpt-oss-120b,noise_robustness,0.6,What is the codename for Google's AR headset project?,The codename for Google’s augmented‑reality headset project is **“Project Iris.”**,1
17,openai/gpt-oss-120b,noise_robustness,0.6,What is the name of Meta's AI supercomputer?,The AI supercomputer that Meta is building is called the **AI Research Supercluster (RSC)**.,1
18,openai/gpt-oss-120b,noise_robustness,0.6,When will American students start taking digital SAT exams?,American students will begin taking the digital SAT in **spring 2024**.,1
19,openai/gpt-oss-120b,noise_robustness,0.6,When do the Paralympic Winter Games 2022 start?,"The 2022 Paralympic Winter Games start on **Friday, March 4, 2022**.",1
20,openai/gpt-oss-120b,noise_robustness,0.6,Super Bowl 2022 date,"The 2022 Super Bowl (Super Bowl LVI) was played on **Sunday, February 13, 2022**.",1
21,openai/gpt-oss-120b,noise_robustness,0.6,Who won the 2022 Nobel Prize for chemistry?,"The 2022 Nobel Prize in Chemistry was awarded jointly to **K. Barry Sharpless**, **Carolyn R. Bertozzi**, and **Morten Meldal** for their development of click chemistry and bio‑orthogonal chemistry.",1
22,openai/gpt-oss-120b,noise_robustness,0.6,Who won the Super Bowl 2022?,"The Los Angeles Rams won Super Bowl LVI (the 2022 Super Bowl), defeating the Cincinnati Bengals 23–20.",1
23,openai/gpt-oss-120b,noise_robustness,0.6,Who won women's 500m speed skating at the 2022 Winter Olympics?,Erin Jackson won the women’s 500 m speed skating event at the 2022 Winter Olympics.,1
24,openai/gpt-oss-120b,noise_robustness,0.6,When was Lost Ark game release on Steam?,"Lost Ark was released on Steam on **February 11, 2022** (Founders Pack owners had early access on February 8, 2022).",1
