id,model,ability,noise_ratio,query,model_response,accuracy
0,llama-3.3-70b-versatile,noise_robustness,0.0,When is the premiere of 'Carole King & James Taylor: Just Call Out My Name'?,"The premiere of 'Carole King & James Taylor: Just Call Out My Name' is on Sunday, January 2, 2022, at 9:00pm ET/PT on CNN.",1
1,llama-3.3-70b-versatile,noise_robustness,0.0,"The genre of the drama ""Good Sam"" is what?","The genre of the drama ""Good Sam"" is Medical drama.",1
2,llama-3.3-70b-versatile,noise_robustness,0.0,Who won the 2022 Citrus Bowl?,"The Kentucky Wildcats won the 2022 VRBO Citrus Bowl, defeating the University of Iowa 20-17.",1
3,llama-3.3-70b-versatile,noise_robustness,0.0,What position did Jason Semore hold at Valdosta State before returning to Georgia Tech?,Jason Semore held the position of Defensive Coordinator at Valdosta State before returning to Georgia Tech.,1
4,llama-3.3-70b-versatile,noise_robustness,0.0,How many vehicles did Tesla deliver in 2021?,"Tesla delivered 936,172 vehicles in 2021.",1
5,llama-3.3-70b-versatile,noise_robustness,0.0,Which company acquired ShowBiz Cinemas?,Evo Entertainment Group acquired 100% of the stock of Showbiz Cinemas in an all-cash deal.,1
6,llama-3.3-70b-versatile,noise_robustness,0.0,Where is the Super Bowl held in 2022?,"The Super Bowl in 2022 is held at SoFi Stadium in Inglewood, California.",1
7,llama-3.3-70b-versatile,noise_robustness,0.0,When will Truth Social launch on iOS?,"Truth Social launched on iOS on February 21st, 2022, which is President's Day in the US.",1
8,llama-3.3-70b-versatile,noise_robustness,0.0,What won best drama at 79th Golden Globes?,The Power of the Dog won Best Motion Picture – Drama at the 79th Golden Globes.,1
9,llama-3.3-70b-versatile,noise_robustness,0.0,How much are GA Tech softball 2022 season tickets?,"GA Tech softball 2022 season tickets are $100 per seat, located in the reserved chairback sections of Mewborn Field. This price allows fans to maintain the best seats in the house for every home game and is a significant discount from single-game pricing.",1
10,llama-3.3-70b-versatile,noise_robustness,0.0,When does the 2022 Olympic Winter Games end?,The 2022 Olympic Winter Games ended on 20 February 2022.,1
11,llama-3.3-70b-versatile,noise_robustness,0.0,Who won the Spanish Super Cup 2022?,"Real Madrid won the Spanish Super Cup 2022, defeating Athletic Bilbao 2-0 in the final, with goals from Luka Modric and Karim Benzema.",1
12,llama-3.3-70b-versatile,noise_robustness,0.0,How much is Microsoft acquiring Activision Blizzard for?,"Microsoft is acquiring Activision Blizzard for $68.7 billion, with a price of $95.00 per share, in an all-cash transaction.",1
13,llama-3.3-70b-versatile,noise_robustness,0.0,What is the price for a 30-second spot during the Super Bowl 2022?,The price for a 30-second spot during the Super Bowl 2022 is $6.5 million.,1
14,llama-3.3-70b-versatile,noise_robustness,0.0,When is the Sports Star of the Year Awards Show 2022?,"The 87th annual Seattle Sports Star of the Year Awards Show took place on May 26, 2022.",1
15,llama-3.3-70b-versatile,noise_robustness,0.0,Who are the recipients of the 2022 Ivan Allen Jr. Prize for Social Courage?,"The recipients of the 2022 Ivan Allen Jr. Prize for Social Courage are Ford Greene, Ralph Long Jr., Lawrence Williams, and Ronald Yancey. They were the first Black students and the first Black graduate at Georgia Tech, and they played a significant role in the peaceful integration of the institution in 1961.",1
16,llama-3.3-70b-versatile,noise_robustness,0.0,What is the codename for Google's AR headset project?,The codename for Google's AR headset project is Project Iris.,1
17,llama-3.3-70b-versatile,noise_robustness,0.0,What is the name of Meta's AI supercomputer?,The name of Meta's AI supercomputer is the AI Research SuperCluster (RSC).,1
18,llama-3.3-70b-versatile,noise_robustness,0.0,When will American students start taking digital SAT exams?,American students will start taking digital SAT exams in the spring of 2024.,1
19,llama-3.3-70b-versatile,noise_robustness,0.0,When do the Paralympic Winter Games 2022 start?,"The 2022 Paralympic Winter Games start on Friday, March 4, 2022.",1
20,llama-3.3-70b-versatile,noise_robustness,0.0,Super Bowl 2022 date,"The Super Bowl 2022 date is Sunday, February 13, 2022.",1
21,llama-3.3-70b-versatile,noise_robustness,0.0,Who won the 2022 Nobel Prize for chemistry?,"The 2022 Nobel Prize in Chemistry was awarded to Carolyn R. Bertozzi, Morten Meldal, and K. Barry Sharpless for the development of click chemistry and bioorthogonal chemistry.",1
22,llama-3.3-70b-versatile,noise_robustness,0.0,Who won the Super Bowl 2022?,"The Los Angeles Rams won the Super Bowl in 2022, defeating the Cincinnati Bengals 23-20 in Super Bowl LVI.",1
23,llama-3.3-70b-versatile,noise_robustness,0.0,Who won women's 500m speed skating at the 2022 Winter Olympics?,Erin Jackson (USA) won the women's 500m speed skating at the 2022 Winter Olympics with a time of 37.04 seconds.,1
24,llama-3.3-70b-versatile,noise_robustness,0.0,When was Lost Ark game release on Steam?,"Lost Ark was released on Steam on February 11, 2022. However, users who pre-purchased one of the four founder's packs could play the game 3 days early, starting on February 8, 2022.",1
25,llama-3.3-70b-versatile,noise_robustness,0.0,What medals did Jessie Diggins win in the Beijing 2022 Olympic Games?,Jessie Diggins won two medals in the Beijing 2022 Olympic Games: a silver medal in the 30km mass start cross-country race and a bronze medal in the individual sprint.,1
26,llama-3.3-70b-versatile,noise_robustness,0.0,What is the genre of The Endgame (TV show)?,The genre of The Endgame (TV show) is Crime drama and Thriller.,1
27,llama-3.3-70b-versatile,noise_robustness,0.0,When did Russia invade Ukraine?,"Russia invaded Ukraine on February 24, 2022.",1
28,llama-3.3-70b-versatile,noise_robustness,0.0,When was Elden Ring being released?,"Elden Ring was released on February 25, 2022, for PS4, PS5, Xbox One, Xbox Series X, and PC.",1
29,llama-3.3-70b-versatile,noise_robustness,0.0,Who did Iga Swiatek defeat to win the Qatar Open 2022?,"Iga Swiatek defeated Anett Kontaveit to win the Qatar Open 2022, losing only 2 games in the final with a score of 6-2, 6-0, and also another source in the document mentions she won against fourth-seeded Anett Kontaveit, losing only two games.",1
30,llama-3.3-70b-versatile,noise_robustness,0.0,Which country won the most medals at the 2022 Winter Olympics?,"Norway won the most medals at the 2022 Winter Olympics, with a total of 37 medals (16 golds, 8 silvers, and 13 bronzes).",1
31,llama-3.3-70b-versatile,noise_robustness,0.0,Who won the Male Vocalist of the Year at the 2022 CMA ?,Chris Stapleton won the Male Vocalist of the Year at the 2022 CMA Awards.,1
32,llama-3.3-70b-versatile,noise_robustness,0.0,Who won the ACC Tournament in 2022?,The Virginia Tech Hokies won the 2022 ACC men's basketball tournament. They defeated Duke 82-67 in the final to secure their first ACC Tournament title.,1
33,llama-3.3-70b-versatile,noise_robustness,0.0,What chip does the iPhone 14 have?,"The iPhone 14 has the A15 Bionic chip, which is the same chip found in the iPhone 13.",1
34,llama-3.3-70b-versatile,noise_robustness,0.0,When is Google I/O 2022 scheduled to take place?,"Google I/O 2022 is scheduled to take place on May 11 and 12, 2022.",1
35,llama-3.3-70b-versatile,noise_robustness,0.0,who will direct Irredeemable film?,Jeymes Samuel will direct the Irredeemable film.,1
36,llama-3.3-70b-versatile,noise_robustness,0.0,What is the name of China's rover on Mars?,The name of China's rover on Mars is Zhurong.,1
37,llama-3.3-70b-versatile,noise_robustness,0.0,Who is being honored with the 2022 Warrior Award?,"Shad Gaspard, a former WWE Superstar, is being honored posthumously with the 2022 Warrior Award for his heroic efforts, particularly in saving his son's life during a tragic incident in 2020.",1
38,llama-3.3-70b-versatile,noise_robustness,0.0,What is the weight of the Surface Laptop SE?,"The weight of the Surface Laptop SE is 2.45 pounds (1,112.4 g).",1
