id,model,ability,noise_ratio,query,model_response,accuracy
0,llama-3.3-70b-versatile,noise_robustness,0.4,When is the premiere of 'Carole King & James Taylor: Just Call Out My Name'?,"The premiere of 'Carole King & James Taylor: Just Call Out My Name' is on January 2, 2022, at 9:00pm ET/PT on CNN.",1
1,llama-3.3-70b-versatile,noise_robustness,0.4,"The genre of the drama ""Good Sam"" is what?","The genre of the drama ""Good Sam"" is medical drama.",1
2,llama-3.3-70b-versatile,noise_robustness,0.4,Who won the 2022 Citrus Bowl?,"The Kentucky Wildcats won the 2022 Citrus Bowl, defeating the University of Iowa 20-17.",1
3,llama-3.3-70b-versatile,noise_robustness,0.4,What position did Jason Semore hold at Valdosta State before returning to Georgia Tech?,"Jason Semore held the position of Defensive Coordinator at Valdosta State before returning to Georgia Tech, but actually, he did not return to Georgia Tech, instead, he was hired by another team after his stint at Valdosta State.",1
4,llama-3.3-70b-versatile,noise_robustness,0.4,How many vehicles did Tesla deliver in 2021?,"According to the document, Tesla delivered 936,172 vehicles in 2021. This represents an 87% increase from 2020.",1
5,llama-3.3-70b-versatile,noise_robustness,0.4,Which company acquired ShowBiz Cinemas?,Evo Entertainment Group acquired 100 percent of the stock of Showbiz Cinemas in an all-cash deal.,1
6,llama-3.3-70b-versatile,noise_robustness,0.4,Where is the Super Bowl held in 2022?,"The Super Bowl in 2022, specifically Super Bowl LVI, was held at SoFi Stadium in Inglewood, California.",1
7,llama-3.3-70b-versatile,noise_robustness,0.4,When will Truth Social launch on iOS?,"Truth Social launched on iOS on February 21, 2022, which is President's Day in the US.",1
8,llama-3.3-70b-versatile,noise_robustness,0.4,What won best drama at 79th Golden Globes?,The Power of the Dog won Best Drama at the 79th Golden Globes.,1
9,llama-3.3-70b-versatile,noise_robustness,0.4,How much are GA Tech softball 2022 season tickets?,"The cost of Georgia Tech softball 2022 season tickets is $100 per seat, which is located in the reserved chairback sections of Mewborn Field. This price allows fans to maintain the same seat for all 34 scheduled home games at a discounted rate compared to single-game pricing.",1
10,llama-3.3-70b-versatile,noise_robustness,0.4,When does the 2022 Olympic Winter Games end?,"The 2022 Winter Olympics ended on February 20, 2022.",1
11,llama-3.3-70b-versatile,noise_robustness,0.4,Who won the Spanish Super Cup 2022?,"Real Madrid won the Spanish Super Cup 2021-22, defeating Athletic Bilbao 2-0 with goals from Luka Modric and Karim Benzema. The document does not provide information about the winner of the Spanish Super Cup 2022, but rather the 2021-22 edition.",1
12,llama-3.3-70b-versatile,noise_robustness,0.4,How much is Microsoft acquiring Activision Blizzard for?,Microsoft is acquiring Activision Blizzard for $68.7 billion.,1
13,llama-3.3-70b-versatile,noise_robustness,0.4,What is the price for a 30-second spot during the Super Bowl 2022?,The price for a 30-second spot during the Super Bowl in 2022 was $6.5 million.,1
14,llama-3.3-70b-versatile,noise_robustness,0.4,When is the Sports Star of the Year Awards Show 2022?,"The 87th annual Seattle Sports Star of the Year Awards Show took place on May 26, 2022.",1
15,llama-3.3-70b-versatile,noise_robustness,0.4,Who are the recipients of the 2022 Ivan Allen Jr. Prize for Social Courage?,"The recipients of the 2022 Ivan Allen Jr. Prize for Social Courage are Ford Greene, Ralph Long Jr., Lawrence Williams, and Ronald Yancey, who were Georgia Tech's first Black students and first Black graduate, respectively.",1
16,llama-3.3-70b-versatile,noise_robustness,0.4,What is the codename for Google's AR headset project?,The codename for Google's AR headset project is Project Iris.,1
17,llama-3.3-70b-versatile,noise_robustness,0.4,What is the name of Meta's AI supercomputer?,The name of Meta's AI supercomputer is the AI Research SuperCluster (RSC).,1
18,llama-3.3-70b-versatile,noise_robustness,0.4,When will American students start taking digital SAT exams?,"American students, also referred to as US students, will begin taking the digital SAT in Spring 2024.",1
19,llama-3.3-70b-versatile,noise_robustness,0.4,When do the Paralympic Winter Games 2022 start?,"The 2022 Paralympic Winter Games start on Friday, March 4, 2022.",1
20,llama-3.3-70b-versatile,noise_robustness,0.4,Super Bowl 2022 date,"The Super Bowl 2022 date is Sunday, February 13, 2022.",1
21,llama-3.3-70b-versatile,noise_robustness,0.4,Who won the 2022 Nobel Prize for chemistry?,"The 2022 Nobel Prize in Chemistry was awarded to Carolyn R. Bertozzi, Morten Meldal, and K. Barry Sharpless for the development of click chemistry and bioorthogonal chemistry.",1
22,llama-3.3-70b-versatile,noise_robustness,0.4,Who won the Super Bowl 2022?,"The Los Angeles Rams won the 2022 Super Bowl, also known as Super Bowl LVI, by defeating the Cincinnati Bengals 23-20.",1
23,llama-3.3-70b-versatile,noise_robustness,0.4,Who won women's 500m speed skating at the 2022 Winter Olympics?,"Erin Jackson of the United States won the women's 500m speed skating event at the 2022 Winter Olympics, with a time of 37.04 seconds.",1
24,llama-3.3-70b-versatile,noise_robustness,0.4,When was Lost Ark game release on Steam?,"Lost Ark was released on Steam on February 11, 2022, for the general public, while Founders Pack owners were able to play starting on February 8, 2022.",1
25,llama-3.3-70b-versatile,noise_robustness,0.4,What medals did Jessie Diggins win in the Beijing 2022 Olympic Games?,"According to the document, Jessie Diggins won two medals in the Beijing 2022 Olympic Games: 

1. Bronze medal in the women's sprint
2. Silver medal in the women's 30 kilometer freestyle race.",1
